Date,Close/Last,Volume,Open,High,Low
06/08/2021,13810.86,--,13873.46,13913.40,13746.42
06/07/2021,13802.89,--,13744.15,13808.42,13710.11
06/04/2021,13770.77,--,13619.79,13784.77,13613.58
06/03/2021,13529.68,--,13568.91,13608.54,13469.85
06/02/2021,13675.79,--,13655.71,13712.68,13610.16
06/01/2021,13654.59,--,13764.27,13773.45,13602.12
05/28/2021,13686.51,--,13717.00,13765.80,13684.83
05/27/2021,13657.85,--,13686.86,13724.76,13652.13
05/26/2021,13702.74,--,13687.71,13726.06,13661.06
05/25/2021,13657.73,--,13701.30,13734.41,13614.54
05/24/2021,13641.75,--,13504.39,13687.60,13500.12
05/21/2021,13411.74,--,13573.22,13573.84,13401.53
05/20/2021,13494.09,--,13294.59,13526.01,13293.10
05/19/2021,13237.91,--,12998.53,13243.98,12994.35
05/18/2021,13217.68,--,13352.26,13400.52,13212.85
05/17/2021,13312.91,--,13329.86,13350.14,13196.57
05/14/2021,13312.91,--,13238.99,13430.00,13220.19
05/13/2021,13109.15,--,13133.73,13226.64,13006.77
05/12/2021,13001.63,--,13155.07,13236.89,12967.18
05/11/2021,13351.27,--,13102.64,13381.66,13094.76
05/10/2021,13359.08,--,13647.73,13648.49,13358.62
05/07/2021,13719.63,--,13715.56,13814.65,13669.78
05/06/2021,13613.73,--,13490.94,13617.34,13403.46
05/05/2021,13503.37,--,13649.12,13676.86,13478.58
05/04/2021,13544.67,--,13680.63,13705.38,13396.11
05/03/2021,13799.72,--,13923.04,13955.00,13784.66
04/30/2021,13860.76,--,13857.79,13969.21,13838.82
04/29/2021,13970.20,--,14063.94,14073.48,13836.10
04/28/2021,13901.62,--,13953.61,13992.08,13895.15
04/27/2021,13960.28,--,14048.13,14048.34,13931.18
04/26/2021,14026.16,--,13954.94,14039.40,13919.93
04/23/2021,13941.44,--,13794.49,13989.43,13789.45
04/22/2021,13762.36,--,13920.88,13954.03,13716.76
04/21/2021,13935.15,--,13768.92,13939.70,13717.44
04/20/2021,13809.30,--,13891.96,13934.89,13730.59
04/19/2021,13907.67,--,13970.83,14025.64,13835.75
04/16/2021,14041.91,--,14035.96,14050.38,13966.54
04/15/2021,14026.19,--,13934.87,14040.11,13931.01
04/14/2021,13803.91,--,13973.82,13990.54,13782.17
04/13/2021,13986.49,--,13874.58,14002.53,13874.58
04/12/2021,13819.35,--,13792.74,13839.39,13747.63
04/09/2021,13845.05,--,13709.67,13849.31,13674.92
04/08/2021,13758.50,--,13730.73,13763.18,13703.51
04/07/2021,13616.70,--,13553.90,13648.80,13532.63
04/06/2021,13578.46,--,13567.20,13660.29,13551.60
04/05/2021,13598.16,--,13434.04,13623.60,13420.81
04/01/2021,13329.51,--,13268.88,13333.41,13255.82
03/31/2021,13091.44,--,12970.33,13167.06,12966.65
03/30/2021,12896.53,--,12904.01,12929.46,12798.03
03/29/2021,12965.74,--,12950.51,13013.47,12836.60
03/26/2021,12979.12,--,12777.27,12992.30,12721.66
03/25/2021,12780.51,--,12707.58,12845.66,12627.93
03/24/2021,12798.88,--,13072.82,13077.49,12797.85
03/23/2021,13017.79,--,13127.17,13180.66,12993.50
03/22/2021,13086.51,--,12943.14,13167.46,12943.14
03/19/2021,12866.99,--,12792.67,12906.02,12704.07
03/18/2021,12789.14,--,13006.29,13040.36,12781.53
03/17/2021,13202.38,--,13024.83,13280.29,12950.08
03/16/2021,13152.28,--,13156.65,13297.48,13091.78
03/15/2021,13082.54,--,12936.13,13085.01,12885.64
03/12/2021,12937.29,--,12873.39,12943.58,12778.13
03/11/2021,13052.90,--,12960.53,13117.86,12920.01
03/10/2021,12752.07,--,12950.25,12979.38,12726.85
03/09/2021,12794.49,--,12635.45,12868.52,12592.83
03/08/2021,12299.08,--,12629.56,12718.58,12287.57
03/05/2021,12668.51,--,12594.16,12700.95,12208.39
03/04/2021,12464.00,--,12655.92,12799.08,12314.16
03/03/2021,12683.33,--,13020.10,13057.29,12679.89
03/02/2021,13059.95,--,13297.76,13301.62,13052.12
03/01/2021,13282.95,--,13106.02,13293.78,13051.70
02/26/2021,12909.44,--,12958.96,13090.36,12764.34
02/25/2021,12828.31,--,13197.75,13294.56,12773.76
02/24/2021,13302.19,--,13095.86,13312.42,12971.82
02/23/2021,13194.71,--,12982.36,13259.85,12758.12
02/22/2021,13223.74,--,13414.04,13447.37,13220.77
02/19/2021,13580.78,--,13686.23,13701.69,13545.45
02/18/2021,13637.51,--,13556.01,13669.94,13477.17
02/17/2021,13699.71,--,13636.15,13713.14,13552.66
02/16/2021,13773.77,--,13841.03,13879.77,13726.78
02/12/2021,13807.70,--,13695.90,13816.25,13656.78
02/11/2021,13734.35,--,13723.63,13747.20,13637.19
02/10/2021,13655.27,--,13751.42,13770.91,13531.93
02/09/2021,13687.08,--,13667.14,13741.79,13664.70
02/08/2021,13695.02,--,13672.33,13698.41,13607.96
02/05/2021,13603.96,--,13592.77,13642.96,13527.81
02/04/2021,13560.89,--,13454.85,13563.13,13406.44
02/03/2021,13402.37,--,13555.03,13561.45,13400.08
02/02/2021,13456.12,--,13371.37,13501.23,13363.76
02/01/2021,13248.90,--,13067.65,13280.22,12983.10
01/29/2021,12925.38,--,13124.70,13167.87,12845.43
01/28/2021,13201.53,--,13163.32,13401.85,13150.10
01/27/2021,13112.65,--,13371.16,13393.51,13034.14
01/26/2021,13490.19,--,13507.47,13536.30,13440.32
01/25/2021,13483.29,--,13515.63,13563.70,13205.59
01/22/2021,13366.40,--,13356.18,13404.77,13336.90
01/21/2021,13404.99,--,13356.70,13433.69,13297.79
01/20/2021,13296.45,--,13155.12,13332.26,13138.30
01/19/2021,12996.54,--,12921.61,13012.09,12861.30
01/15/2021,12803.93,--,12898.09,12941.29,12758.10
01/14/2021,12898.69,--,13010.94,13037.05,12886.16
01/13/2021,12973.63,--,12911.87,13008.85,12878.02
01/12/2021,12892.09,--,12916.10,12957.43,12783.71
01/11/2021,12902.49,--,12961.50,13023.21,12883.59
01/08/2021,13105.20,--,13037.24,13113.09,12939.73
01/07/2021,12939.57,--,12745.41,12966.68,12744.82
01/06/2021,12623.35,--,12601.26,12803.29,12569.42
01/05/2021,12802.38,--,12663.13,12809.67,12663.13
01/04/2021,12694.66,--,12950.22,12950.22,12537.42
12/31/2020,12888.28,--,12852.96,12904.09,12804.75
12/30/2020,12845.36,--,12900.03,12917.45,12828.79
12/29/2020,12843.49,--,12909.86,12925.53,12816.59
12/28/2020,12838.86,--,12813.97,12861.91,12747.05
12/24/2020,12711.01,--,12668.19,12732.55,12665.80
12/23/2020,12653.14,--,12733.75,12737.59,12649.60
12/22/2020,12717.56,--,12715.48,12761.23,12606.42
12/21/2020,12690.26,--,12575.60,12706.44,12474.03
