Date,DayOfWeek,Open,High,Low,Close,Volume,OC Difference,HL Difference,OC %Change,HL %Change,Close_Status,Close_Difference,Same Bracket,Avg_OC_Spread_10_Day,Avg_Volume_10_Day,Volatility_10_Day,Price_Change_Magnitude,Price_Direction,MA_Volume_Ratio,Close_Bracket,Close_Lag_5,Close_Lag_4,Close_Lag_3,Close_Lag_2,Close_Lag_1,ShortEMA,LongEMA,MACD,SignalLine,MACD_Histogram,first_diff_close,first_diff_open,first_diff_high,first_diff_low,first_diff_volume,first_diff_avg_volume_10_day,first_diff_close_bracket,first_diff_short_ema,first_diff_long_ema,first_diff_close_lag_1,first_diff_close_lag_2,first_diff_close_lag_3,first_diff_close_lag_4,first_diff_close_lag_5
2018-08-23,4,7420.310059,7465.870117,7405.399902,7413.839844,1888600000,6.47021500000028,60.47021500000028,-0.0008719601941906,-0.008099553575451,0,-71.56005800000003,1,-1.6419922000000042,2115205000.0,62.78530705172015,71.56005800000003,0.0,0.8928685399287539,7400,,,,,,7531.867873012213,7493.231001893246,38.636871118967065,63.02132137115996,-24.38445025219289,,,,,,,,,,,,,,
2018-08-24,5,7443.709961,7489.540039,7442.990234,7485.399902,1892990000,-41.68994100000055,46.54980500000056,0.0056006939037694,-0.0062153089185188,0,-73.7299809999995,1,3.7719726000000255,2142238000.0,58.257346154522615,73.7299809999995,0.0,0.8836506494609843,7400,,,,,7413.839844,7553.327514650797,7499.5822945247055,53.745220126091226,69.11743393420818,-15.372213808116951,71.56005800000003,23.3999019999992,23.669922000000042,37.59033199999976,4390000.0,27033000.0,0.0,21.45964163858389,6.351292631459728,,,,,
2018-08-27,1,7527.370117,7560.759766,7512.02002,7559.129883,2333790000,-31.759765999999217,48.7397460000002,0.00421923799499,-0.0064464084970902,0,-11.120117000000391,1,5.125976599999921,2158482000.0,56.38311975518533,11.120117000000391,0.0,1.081218189449808,7500,,,,7413.839844,7485.399902,7565.6779896782145,7500.716885926681,64.9611037515333,72.9604873862374,-7.9993836347041025,73.7299809999995,83.66015600000082,71.2197269999997,69.02978600000006,440800000.0,16244000.0,100.0,12.350475027417815,1.1345914019757402,71.56005800000003,,,,
2018-08-28,2,7580.850098,7588.720215,7556.709961,7570.25,1980270000,10.600097999999887,32.010254000000714,-0.0013982729988021,-0.0042181360088528,0,-89.93017599999985,1,8.218994099999964,2159611000.0,56.24107322420839,89.93017599999985,0.0,0.9169568037947576,7500,,,7413.839844,7485.399902,7559.129883,7566.868554528799,7496.043846160815,70.82470836798348,74.96033329491343,-4.13562492692995,11.120117000000391,53.4799809999995,27.960449000000153,44.689940999999635,-353520000.0,1129000.0,0.0,1.190564850584451,-4.673039765866633,73.7299809999995,71.56005800000003,,,
2018-08-29,3,7585.129883,7661.950195,7583.52002,7660.180176,1909880000,-75.05029300000024,78.43017500000042,0.0098943978755334,-0.010236320127894,1,17.510253999999804,0,9.84902350000002,2198816000.0,53.23630113388859,17.510253999999804,1.0,0.8685947346208142,7600,,7413.839844,7485.399902,7559.129883,7570.25,7566.253746261308,7490.107353853681,76.14639240762699,75.99423952664591,0.1521528809810775,89.93017599999985,4.27978499999972,73.22998000000007,26.810059000000365,-70390000.0,39205000.0,100.0,-0.6148082674908437,-5.936492307133449,11.120117000000391,73.7299809999995,71.56005800000003,,
2018-08-30,4,7645.109863,7691.100098,7619.72998,7642.669922,2022720000,2.439940999999635,71.37011799999982,-0.0003191505476995,-0.0092795721146002,0,-11.879882999999609,1,9.716992200000004,2241121000.0,53.21682303462619,11.879882999999609,0.0,0.902548322915184,7600,7413.839844,7485.399902,7559.129883,7570.25,7660.180176,7549.176213581546,7476.501528081976,72.67468549956993,75.95620130640064,-3.2815158068307118,-17.510253999999804,59.97998000000007,29.14990299999954,36.20996000000014,112840000.0,42305000.0,0.0,-17.077532679762044,-13.605825771704986,89.93017599999985,11.120117000000391,73.7299809999995,71.56005800000003,
2018-08-31,5,7634.439941,7676.459961,7628.540039,7654.549805,1906900000,-20.109864000000016,47.91992199999913,0.0026340981336433,-0.0062424505883512,1,32.2299809999995,1,21.98198249999996,2245787000.0,61.21842662289112,32.2299809999995,1.0,0.8491010055717662,7600,7485.399902,7559.129883,7570.25,7660.180176,7642.669922,7532.177357505464,7463.208056568535,68.96930093692936,76.77658025810831,-7.807279321178953,11.879882999999609,-10.669922000000042,-14.640137000000323,8.810059000000365,-115820000.0,4666000.0,0.0,-16.99885607608212,-13.293471513441546,-17.510253999999804,89.93017599999985,11.120117000000391,73.7299809999995,71.56005800000003
2018-09-04,2,7629.339844,7643.450195,7581.350098,7622.319824,2238710000,7.020019999999931,62.10009700000046,-0.000920134656935,-0.0081246159019422,1,99.06005800000004,1,12.791992200000005,2285457000.0,66.20399001211747,99.06005800000004,1.0,0.9795458851336952,7600,7559.129883,7570.25,7660.180176,7642.669922,7654.549805,7509.927821597367,7447.900716694018,62.02710490334903,78.72840008840305,-16.701295185054022,-32.2299809999995,-5.1000969999995505,-33.00976599999922,-47.189941000000545,331810000.0,39670000.0,0.0,-22.249535908096732,-15.307339874516401,11.879882999999609,-17.510253999999804,89.93017599999985,11.120117000000391,73.7299809999995
2018-09-05,3,7600.950195,7607.180176,7498.379883,7523.259766,2602810000,77.69042900000022,108.80029300000024,-0.0102211469627976,-0.0143023157704685,1,70.08984400000008,0,3.293994199999997,2294412000.0,58.85793938118756,70.08984400000008,1.0,1.1344126512587975,7500,7570.25,7660.180176,7642.669922,7654.549805,7622.319824,7489.492912069615,7433.94718810954,55.54572396007552,82.90372388466656,-27.35799992459104,-99.06005800000003,-28.389648999999736,-36.2700190000005,-82.97021500000028,364100000.0,8955000.0,-100.0,-20.434909527752097,-13.95352858447859,-32.2299809999995,11.879882999999609,-17.510253999999804,89.93017599999985,11.120117000000391
2018-09-06,4,7527.220215,7532.299805,7405.319824,7453.169922,2375380000,74.05029300000024,126.9799809999995,-0.0098376679418034,-0.0168580625157417,1,22.910155999999915,0,-11.585986299999968,2250903000.0,58.90400681988311,22.910155999999915,1.0,1.0553009170097511,7400,7660.180176,7642.669922,7654.549805,7622.319824,7523.259766,7483.353484082272,7426.802181878303,56.5513022039695,89.74322386581431,-33.191921661844816,-70.08984400000008,-73.72998000000007,-74.8803710000002,-93.06005899999946,-227430000.0,-43509000.0,-100.0,-6.13942798734297,-7.145006231236948,-99.06005800000003,-32.2299809999995,11.879882999999609,-17.510253999999804,89.93017599999985
2018-09-07,5,7402.189941,7489.399902,7400.990234,7430.259766,2158930000,-28.06982500000049,88.40966800000024,0.0037920973689859,-0.0118046397784675,0,-17.42040999999972,1,-10.081005800000003,2244023000.0,60.06413754585844,17.42040999999972,0.0,0.962080156932438,7400,7642.669922,7654.549805,7622.319824,7523.259766,7453.169922,7488.841404460867,7424.6927626685665,64.14864179230062,98.04120428127553,-33.89256248897489,-22.910155999999915,-125.03027400000065,-42.89990299999954,-4.32959000000028,-216450000.0,-6880000.0,0.0,5.487920378594936,-2.1094192097361883,-70.08984400000008,-99.06005800000003,-32.2299809999995,11.879882999999609,-17.510253999999804
2018-09-10,1,7466.759766,7473.75,7410.740234,7447.680176,2055430000,19.07959000000028,63.00976600000013,-0.0025552703713436,-0.0084308099682221,0,-60.18994100000055,1,-10.106982400000016,2401119000.0,60.06772044768428,60.18994100000055,0.0,0.8560300426592767,7400,7654.549805,7622.319824,7523.259766,7453.169922,7430.259766,7499.492611453752,7424.247402402052,75.24520905169993,106.51434490351922,-31.26913585181929,17.42040999999972,64.56982500000049,-15.649902000000111,9.75,-103500000.0,157096000.0,0.0,10.651206992884909,-0.445360266514399,-22.910155999999915,-70.08984400000008,-99.06005800000003,-32.2299809999995,11.879882999999609
