Date,DayOfWeek,Open,High,Low,Close,Adj Close,Volume,OC Difference,HL Difference,OC %Change,HL %Change,Close_Status,Close_Difference,Same Bracket,Avg_OC_Spread_10_Day,Avg_Volume_10_Day,Volatility_10_Day,Price_Change_Magnitude,Price_Direction,MA_Volume_Ratio,Close_Bracket,Close_Lag_5,Close_Lag_4,Close_Lag_3,Close_Lag_2,Close_Lag_1,ShortEMA,LongEMA,MACD,SignalLine,MACD_Histogram
2023-07-05,3,15165.360352,15275.179688,15162.660156,15203.780273,15203.780273,5339340000,-38.41992100000061,112.51953200000025,0.0025333998077357797,-0.007366167488582426,0,0.0,0,-10.345019599999977,5333376000.0,78.62995685866623,0.0,0,1.0011182410540715,15200,14939.950195,15179.209961,15179.209961,15208.69043,15208.69043,15195.220953315826,15304.228543165815,-109.00758984998902,-95.06617275244984,-13.941417097539173
2023-07-03,1,15190.540039,15232.959961,15153.599609,15208.69043,15208.69043,2902300000,-18.150391000001036,79.3603519999997,0.0011948483038392284,-0.00520977880879232,1,4.910157000000254,0,8.963086000000112,5139511000.0,47.757115409896414,4.910157000000254,1,0.5647035291878936,15200,14939.950195,14939.950195,15179.209961,15179.209961,15208.69043,15197.293180498007,15297.151645894271,-99.85846539626436,-96.02463128121275,-3.8338341150516158
2023-07-03,1,15190.540039,15232.959961,15153.599609,15208.69043,15208.69043,2902300000,-18.150391000001036,79.3603519999997,0.0011948483038392284,-0.00520977880879232,0,0.0,0,8.963086000000112,4945646000.0,47.757115409896414,0.0,0,0.586839413900631,15200,14964.570313,14939.950195,14939.950195,15179.209961,15179.209961,15199.046603498315,15290.598963235436,-91.55235973712115,-95.13017697239444,3.5778172352732867
2023-06-30,5,15085.240234,15213.75,15081.570313,15179.209961,15179.209961,4661120000,-93.9697269999997,132.17968699999983,0.0062292496203146435,-0.008688172672746682,0,-29.480469000000085,0,13.357031300000017,4884219000.0,40.858234599627366,29.480469000000085,0,0.9543224822637969,15100,14964.570313,14964.570313,14939.950195,14939.950195,15179.209961,15195.994812344728,15282.34792603281,-86.35311368808107,-93.37476431553176,7.021650627450697
2023-06-30,5,15085.240234,15213.75,15081.570313,15179.209961,15179.209961,4661120000,-93.9697269999997,132.17968699999983,0.0062292496203146435,-0.008688172672746682,0,0.0,0,13.357031300000017,4822792000.0,40.858234599627366,0.0,0,0.966477509293372,15100,14945.910156,14964.570313,14964.570313,14939.950195,14939.950195,15193.412527522461,15274.70807677112,-81.29554924865806,-90.95892130215702,9.66337205349896
2023-06-29,4,14965.549805,14986.889648,14876.94043,14939.950195,14939.950195,4388140000,25.59961000000112,109.94921799999975,-0.0017105692963881804,-0.007336360017481844,0,-239.25976600000104,1,-9.689941400000134,4751794000.0,90.08494883551417,239.25976600000104,0,0.9234701672673521,14900,14945.910156,14945.910156,14964.570313,14964.570313,14939.950195,15154.418322519006,15249.911196639925,-95.49287412091871,-91.86571186590936,-3.6271622550093525
2023-06-29,4,14965.549805,14986.889648,14876.94043,14939.950195,14939.950195,4388140000,25.59961000000112,109.94921799999975,-0.0017105692963881804,-0.007336360017481844,0,0.0,1,-9.689941400000134,4680796000.0,90.08494883551417,0.0,0,0.9374773008693393,14900,14689.019531,14945.910156,14945.910156,14964.570313,14964.570313,15121.42322597762,15226.951122444374,-105.5278964667541,-94.59814878607833,-10.929747680675774
2023-06-28,3,14876.25,15051.080078,14865.80957,14964.570313,14964.570313,4533270000,-88.32031300000017,185.27050800000143,0.005937001125955813,-0.012309449357777938,1,24.62011800000073,0,-12.487988199999927,4522815000.0,88.35311839657108,24.62011800000073,1,1.002311613453126,14900,14689.019531,14689.019531,14945.910156,14945.910156,14964.570313,15097.292008596447,15207.515506929976,-110.22349833352928,-97.72321869556852,-12.500279637960759
2023-06-28,3,14876.25,15051.080078,14865.80957,14964.570313,14964.570313,4533270000,-88.32031300000017,185.27050800000143,0.005937001125955813,-0.012309449357777938,0,0.0,0,-12.487988199999927,4364834000.0,88.35311839657108,0.0,0,1.0385893255047043,14900,14891.480469,14689.019531,14689.019531,14945.910156,14945.910156,15076.873286196993,15189.519566638868,-112.6462804418752,-100.70783104482987,-11.938449397045332
2023-06-27,2,14751.570313,14972.30957,14726.75,14945.910156,14945.910156,5053660000,-194.33984299999975,245.55956999999944,0.01317418002805677,-0.016400914558434385,0,-18.660157000000254,0,-25.78701170000004,4336266000.0,76.33485825699445,18.660157000000254,0,1.1654404965009066,14900,14891.480469,14891.480469,14689.019531,14689.019531,14945.910156,15056.725112320533,15171.474425110064,-114.74931278953045,-103.51612739376999,-11.233185395760458
2023-06-27,2,14751.570313,14972.30957,14726.75,14945.910156,14945.910156,5053660000,-194.33984299999975,245.55956999999944,0.01317418002805677,-0.016400914558434385,0,0.0,0,-25.78701170000004,4307698000.0,76.33485825699445,0.0,0,1.173169521168847,14900,15042.320313,14891.480469,14891.480469,14689.019531,14689.019531,15039.67665750199,15154.76596073154,-115.08930322954984,-105.83076256092596,-9.25854066862388
2023-06-26,1,14866.660156,14982.820313,14687.019531,14689.019531,14689.019531,4430600000,177.640625,295.80078200000025,-0.011948926197005078,-0.019742663652139354,0,-256.890625,0,-51.96708990000006,4460528000.0,104.37948618945805,256.890625,0,0.9932904804094941,14600,15042.320313,15042.320313,14891.480469,14891.480469,14689.019531,14985.729407270916,15120.26622519587,-134.53681792495445,-111.57197363373166,-22.96484429122279
2023-06-26,1,14866.660156,14982.820313,14687.019531,14689.019531,14689.019531,4430600000,177.640625,295.80078200000025,-0.011948926197005078,-0.019742663652139354,0,0.0,0,-51.96708990000006,4613358000.0,104.37948618945805,0.0,0,0.9603850384036964,14600,14867.450195,15042.320313,15042.320313,14891.480469,14891.480469,14940.081733998468,15088.322025625806,-148.2402916273386,-118.90563723245305,-29.334654394885547
2023-06-23,5,14879.230469,14983.730469,14821.80957,14891.480469,14891.480469,7734500000,-12.25,161.92089900000065,0.0008232952655395823,-0.010806447655675636,1,202.46093800000017,1,-28.77294920000004,4920696000.0,132.03702589637768,202.46093800000017,1,1.5718304890202524,14800,14867.450195,14867.450195,15042.320313,15042.320313,14891.480469,14932.604616306397,15073.74116957945,-141.13655327305423,-123.35182044057329,-17.78473283248094
2023-06-23,5,14879.230469,14983.730469,14821.80957,14891.480469,14891.480469,7734500000,-12.25,161.92089900000065,0.0008232952655395823,-0.010806447655675636,0,0.0,1,-28.77294920000004,5228034000.0,132.03702589637768,0.0,0,1.4794280220824885,14800,15070.150391,14867.450195,14867.450195,15042.320313,15042.320313,14926.277824413104,15060.240376943935,-133.9625525308311,-125.47396685862486,-8.488585672206227
2023-06-22,4,14797.889648,15044.219727,14794.950195,15042.320313,15042.320313,4499550000,-244.43066499999986,249.26953200000025,0.016517940788471533,-0.016569123325993033,1,150.83984400000008,0,10.237011800000072,5239175000.0,120.01956818709002,150.83984400000008,1,0.8588279643264445,15000,15070.150391,15070.150391,14867.450195,14867.450195,15042.320313,14944.130514964934,15058.91296479994,-114.78244983500554,-123.335663453901,8.55321361889547
2023-06-22,4,14797.889648,15044.219727,14794.950195,15042.320313,15042.320313,4499550000,-244.43066499999986,249.26953200000025,0.016517940788471533,-0.016569123325993033,0,0.0,0,10.237011800000072,5250316000.0,120.01956818709002,0.0,0,0.8570055592844317,15000,15083.919922,15070.150391,15070.150391,14867.450195,14867.450195,14959.23663773956,15057.683879481427,-98.4472417418674,-118.3579791114943,19.9107373696269
2023-06-21,3,15019.009766,15038.900391,14826.019531,14867.450195,14867.450195,5194640000,151.55957099999978,212.8808599999993,-0.010091182665257999,-0.014155347430015392,0,-174.87011800000073,0,-9.712011800000074,5316453000.0,133.2167870065932,174.87011800000073,0,0.977087543142016,14800,15083.919922,15083.919922,15070.150391,15070.150391,14867.450195,14945.115646548858,15043.592495445766,-98.47684889690754,-114.38175306857696,15.904904171669415
2023-06-21,3,15019.009766,15038.900391,14826.019531,14867.450195,14867.450195,5194640000,151.55957099999978,212.8808599999993,-0.010091182665257999,-0.014155347430015392,0,0.0,0,-9.712011800000074,5382590000.0,133.2167870065932,0.0,0,0.9650818657932334,14800,15185.480469,15083.919922,15083.919922,15070.150391,15070.150391,14933.167115541342,15030.544917634968,-97.37780209362609,-110.98096287358679,13.603160779960703
2023-06-20,2,15036.480469,15127.419922,14946.719727,15070.150391,15070.150391,5237710000,-33.66992199999913,180.70019499999944,0.002239215624255611,-0.01194520915871482,1,202.70019599999978,1,12.42402349999993,5400995000.0,149.01873379439456,202.70019599999978,1,0.9697676076352598,15000,15185.480469,15185.480469,15083.919922,15083.919922,15070.150391,14954.241465611904,15033.478656402749,-79.23719079084549,-104.63220845703853,25.39501766619304
2023-06-20,2,15036.480469,15127.419922,14946.719727,15070.150391,15070.150391,5237710000,-33.66992199999913,180.70019499999944,0.002239215624255611,-0.01194520915871482,0,0.0,1,12.42402349999993,5419400000.0,149.01873379439456,0.0,0,0.9664741484297155,15000,15005.69043,15185.480469,15185.480469,15083.919922,15083.919922,14972.073607979302,15036.19508118773,-64.12147320842814,-96.53006140731645,32.40858819888831
2023-06-16,5,15272.650391,15284.650391,15073.450195,15083.919922,15083.919922,8076530000,188.73046900000008,211.20019599999978,-0.012357414343172344,-0.013817796979141895,1,13.769530999999915,0,39.49003909999992,5783993000.0,115.47245255149787,13.769530999999915,1,1.3963588821770705,15000,15005.69043,15005.69043,15185.480469,15185.480469,15083.919922,14989.280733213254,15039.73025458123,-50.44952136797656,-87.31395339944848,36.86443203147192
2023-06-16,5,15272.650391,15284.650391,15073.450195,15083.919922,15083.919922,8076530000,188.73046900000008,211.20019599999978,-0.012357414343172344,-0.013817796979141895,0,0.0,0,39.49003909999992,6148586000.0,115.47245255149787,0.0,0,1.3135589223278328,15000,14900.849609,15005.69043,15005.69043,15185.480469,15185.480469,15003.840608411214,15043.003563278917,-39.162954867702865,-77.68375369309936,38.5207988253965
2023-06-15,4,14949.700195,15246.620117,14930.120117,15185.480469,15185.480469,5667520000,-235.78027400000065,316.5,0.01577157206663305,-0.020758699145858702,1,101.56054700000095,0,29.4,5941888000.0,103.43013254077258,101.56054700000095,1,0.9538247775791129,15100,14900.849609,14900.849609,15005.69043,15005.69043,15185.480469,15031.78520234795,15053.557408147144,-21.772205799194126,-66.50144411431832,44.72923831512419
2023-06-15,4,14949.700195,15246.620117,14930.120117,15185.480469,15185.480469,5667520000,-235.78027400000065,316.5,0.01577157206663305,-0.020758699145858702,0,0.0,0,29.4,5735190000.0,103.43013254077258,0.0,0,0.9882009140063364,15100,14784.299805,14900.849609,14900.849609,15005.69043,15005.69043,15055.430627986727,15063.329486728837,-7.898858742109951,-54.780927039876644,46.88206829776669
2023-06-14,3,14894.099609,15017.099609,14784.620117,15005.69043,15005.69043,5772550000,-111.59082099999978,232.4794920000004,0.0074922837854910825,-0.015480984880773615,0,-179.79003899999952,0,-3.662988299999961,5862490000.0,112.72451947086344,179.79003899999952,0,0.9846583960057927,15000,14784.299805,14784.299805,14900.849609,14900.849609,15005.69043,15047.778289834923,15059.059926971146,-11.281637136222344,-46.08106905914579,34.799431922923446
2023-06-14,3,14894.099609,15017.099609,14784.620117,15005.69043,15005.69043,5772550000,-111.59082099999978,232.4794920000004,0.0074922837854910825,-0.015480984880773615,0,0.0,0,-3.662988299999961,5989790000.0,112.72451947086344,0.0,0,0.9637316166343061,15000,14528.360352,14784.299805,14784.299805,14900.849609,14900.849609,15041.303234475705,15055.106630899209,-13.803396423503727,-39.625534532017376,25.82213810851365
2023-06-13,2,14911.259766,14931.830078,14770.139648,14900.849609,14900.849609,5522100000,10.410156999998435,161.69043000000056,-0.000698140677807466,-0.010828574203923549,0,-104.84082099999978,1,3.3399414000001344,6022536000.0,102.62987324218274,104.84082099999978,0,0.916906100685824,14900,14528.360352,14528.360352,14784.299805,14784.299805,14900.849609,15019.69498440252,15043.680184832601,-23.985200430081022,-36.49746771163011,12.512267281549086
2023-06-13,2,14911.259766,14931.830078,14770.139648,14900.849609,14900.849609,5522100000,10.410156999998435,161.69043000000056,-0.000698140677807466,-0.010828574203923549,0,0.0,1,3.3399414000001344,6055282000.0,102.62987324218274,0.0,0,0.9119476186245331,14900,14484.540039,14528.360352,14528.360352,14784.299805,14784.299805,15001.411080494441,15033.100142178335,-31.68906168389367,-35.53578650608282,3.8467248221891523
2023-06-12,1,14617.349609,14789.599609,14571.360352,14784.299805,14784.299805,4722680000,-166.95019599999978,218.2392570000011,0.011421372578870756,-0.014756265400666742,0,-116.54980400000022,0,-28.585058599999865,6003779000.0,81.12610322705338,116.54980400000022,0,0.7866178951623636,14700,14484.540039,14484.540039,14528.360352,14528.360352,14784.299805,14968.00934580299,15014.670487572534,-46.661141769543974,-37.76085755877505,-8.900284210768923
2023-06-12,1,14617.349609,14789.599609,14571.360352,14784.299805,14784.299805,4722680000,-166.95019599999978,218.2392570000011,0.011421372578870756,-0.014756265400666742,0,0.0,0,-28.585058599999865,5952276000.0,81.12610322705338,0.0,0,0.7934242296560173,14700,14303.290039,14484.540039,14484.540039,14528.360352,14528.360352,14939.746339525607,14997.605992567162,-57.85965304155434,-41.78061665533091,-16.07903638622343
2023-06-09,5,14574.240234,14672.849609,14487.480469,14528.360352,14528.360352,4412710000,45.87988200000109,185.3691400000007,-0.003148011921264251,-0.012633479176825977,0,-255.93945300000087,1,-55.55595699999994,5585894000.0,106.38233845220434,255.93945300000087,0,0.7899738161877042,14500,14303.290039,14303.290039,14484.540039,14484.540039,14528.360352,14876.456187598591,14962.847056228853,-86.39086863026205,-50.702667050317146,-35.6882015799449
2023-06-09,5,14574.240234,14672.849609,14487.480469,14528.360352,14528.360352,4412710000,45.87988200000109,185.3691400000007,-0.003148011921264251,-0.012633479176825977,0,0.0,1,-55.55595699999994,5219512000.0,106.38233845220434,0.0,0,0.8454257792682535,14500,14558.089844,14303.290039,14303.290039,14484.540039,14484.540039,14822.902982121885,14930.662855915605,-107.75987379372054,-62.11410839899783,-45.645765394722716
2023-06-08,4,14319.240234,14503.30957,14314.69043,14484.540039,14484.540039,4280160000,-165.29980499999874,188.61913999999888,0.011543894948246368,-0.013005248153163354,0,-43.82031300000017,0,-70.09404300000006,5080776000.0,91.40470901831932,43.82031300000017,0,0.8424224960911483,14400,14558.089844,14558.089844,14303.290039,14303.290039,14484.540039,14770.847144718518,14897.616721329265,-126.7695766107463,-75.04520204134752,-51.724374569398776
2023-06-08,4,14319.240234,14503.30957,14314.69043,14484.540039,14484.540039,4280160000,-165.29980499999874,188.61913999999888,0.011543894948246368,-0.013005248153163354,0,0.0,0,-70.09404300000006,4942040000.0,91.40470901831932,0.0,0,0.8660715008377108,14400,14556.5,14558.089844,14558.089844,14303.290039,14303.290039,14726.799897684901,14867.018448564133,-140.21855087923177,-88.07987180892438,-52.13867907030739
2023-06-07,3,14573.269531,14647.910156,14283.879883,14303.290039,14303.290039,5270600000,269.9794920000004,364.0302730000003,-0.018525663813854867,-0.024852027976898,0,-181.25,0,-70.2400391000001,4891845000.0,91.60034544212787,181.25,0,1.0774257974240802,14300,14556.5,14556.5,14558.089844,14558.089844,14303.290039,14661.6445348103,14825.26078859642,-163.61625378612007,-103.18714820436352,-60.429105581756545
2023-06-07,3,14573.269531,14647.910156,14283.879883,14303.290039,14303.290039,5270600000,269.9794920000004,364.0302730000003,-0.018525663813854867,-0.024852027976898,0,0.0,0,-70.2400391000001,4841650000.0,91.60034544212787,0.0,0,1.0885958299340102,14300,14546.639648,14556.5,14556.5,14558.089844,14558.089844,14606.513073916409,14786.596288626317,-180.08321470990813,-118.56636150547246,-61.51685320443568
2023-06-06,2,14526.099609,14593.5,14476.990234,14558.089844,14558.089844,4810910000,-31.990234999999302,116.50976599999922,0.002202259096459656,-0.007983675334909323,1,254.79980500000056,1,-34.27597650000007,4770531000.0,136.23311627237769,254.79980500000056,1,1.0084642569139577,14500,14546.639648,14546.639648,14556.5,14556.5,14558.089844,14599.06334623696,14769.669885320664,-170.60653908370296,-128.97439702111856,-41.63214206258439
2023-06-06,2,14526.099609,14593.5,14476.990234,14558.089844,14558.089844,4810910000,-31.990234999999302,116.50976599999922,0.002202259096459656,-0.007983675334909323,0,0.0,1,-34.27597650000007,4699412000.0,136.23311627237769,0.0,0,1.023725946990815,14500,14441.509766,14546.639648,14546.639648,14556.5,14556.5,14592.759730508198,14753.99728966728,-161.2375591590826,-135.42702944871138,-25.810529710371213
2023-06-05,1,14550.129883,14662.950195,14516.879883,14556.5,14556.5,4344280000,-6.370117000000391,146.07031199999983,0.000437804820384667,-0.009961863748934315,0,-1.5898440000000846,1,-22.779980500000057,4661572000.0,133.33874116097283,1.5898440000000846,0,0.9319345491177654,14500,14441.509766,14441.509766,14546.639648,14546.639648,14556.5,14587.181310430014,14739.367860803037,-152.18655037302233,-138.77893363357356,-13.40761673944877
2023-06-05,1,14550.129883,14662.950195,14516.879883,14556.5,14556.5,4344280000,-6.370117000000391,146.07031199999983,0.000437804820384667,-0.009961863748934315,0,0.0,1,-22.779980500000057,4623732000.0,133.33874116097283,0.0,0,0.9395613759621017,14500,14254.089844,14441.509766,14441.509766,14546.639648,14546.639648,14582.461108825397,14725.822093336144,-143.36098451074758,-139.69534380900836,-3.665640701739221
2023-06-02,5,14517.080078,14595.80957,14442.150391,14546.639648,14546.639648,4426760000,-29.55956999999944,153.65917900000022,0.002036192529157132,-0.010527622894986854,0,-9.860351999999693,1,1.8279296000000613,4625137000.0,105.28324961145883,9.860351999999693,0,0.9571089461782429,14500,14254.089844,14254.089844,14441.509766,14441.509766,14546.639648,14576.95011485226,14712.549319607542,-135.5992047552827,-138.87611599826323,3.276911242980532
2023-06-02,5,14517.080078,14595.80957,14442.150391,14546.639648,14546.639648,4426760000,-29.55956999999944,153.65917900000022,0.002036192529157132,-0.010527622894986854,0,0.0,1,1.8279296000000613,4626542000.0,105.28324961145883,0.0,0,0.9568182889077846,14500,14354.990234,14254.089844,14254.089844,14441.509766,14441.509766,14572.28696610576,14700.25971430328,-127.97274819752056,-136.6954424381147,8.722694240594137
2023-06-01,4,14269.089844,14493.30957,14219.94043,14441.509766,14441.509766,4610310000,-172.41992199999913,273.3691399999989,0.012083456189919491,-0.018861747117156134,0,-105.12988200000109,0,-4.30302730000003,4659557000.0,109.919864205922,105.12988200000109,0,0.9894309695106208,14400,14354.990234,14354.990234,14254.089844,14254.089844,14441.509766,14552.167396858718,14681.093051466,-128.9256546072811,-135.141484871948,6.2158302646668915
2023-06-01,4,14269.089844,14493.30957,14219.94043,14441.509766,14441.509766,4610310000,-172.41992199999913,273.3691399999989,0.012083456189919491,-0.018861747117156134,0,0.0,0,-4.30302730000003,4692572000.0,109.919864205922,0.0,0,0.9824697415404601,14400,14298.410156,14354.990234,14354.990234,14254.089844,14254.089844,14535.143145957376,14663.34614143148,-128.20299547410468,-133.75378699237933,5.55079151827465
2023-05-31,3,14293.55957,14375.379883,14216.160156,14254.089844,14254.089844,5905760000,39.469725999999355,159.2197269999997,-0.0027613643618095165,-0.011075862223876905,0,-187.41992199999913,1,-4.920019499999944,4756088000.0,111.03510361170692,187.41992199999913,0,1.24172639362434,14200,14298.410156,14298.410156,14354.990234,14354.990234,14254.089844,14491.904176425473,14633.03086014026,-141.12668371478685,-135.22836633686086,-5.898317377925991
2023-05-31,3,14293.55957,14375.379883,14216.160156,14254.089844,14254.089844,5905760000,39.469725999999355,159.2197269999997,-0.0027613643618095165,-0.011075862223876905,0,0.0,1,-4.920019499999944,4819604000.0,111.03510361170692,0.0,0,1.2253620836898633,14200,13938.530273,14298.410156,14298.410156,14354.990234,14354.990234,14455.317356052323,14604.96115524098,-149.6437991886578,-138.11145290722027,-11.532346281437526
2023-05-30,2,14465.589844,14520.169922,14301.080078,14354.990234,14354.990234,4843470000,110.5996099999993,219.08984399999827,-0.007645703437794728,-0.015088655654645464,1,100.9003900000007,0,-20.30996099999993,4822860000.0,76.25557680244692,100.9003900000007,1,1.0042733979422998,14300,13938.530273,13938.530273,14298.410156,14298.410156,14354.990234,14439.88241419812,14586.444790704612,-146.562376506492,-139.80163762707463,-6.760738879417374
2023-05-30,2,14465.589844,14520.169922,14301.080078,14354.990234,14354.990234,4843470000,110.5996099999993,219.08984399999827,-0.007645703437794728,-0.015088655654645464,0,0.0,0,-20.30996099999993,4826116000.0,76.25557680244692,0.0,0,1.0035958522339703,14300,13604.480469,13938.530273,13938.530273,14298.410156,14298.410156,14426.822078783025,14569.300008726494,-142.47792994346855,-140.3368960903534,-2.1410338531151467
2023-05-26,5,13990.549805,14329.490234,13982.160156,14298.410156,14298.410156,4434070000,-307.86035099999935,347.33007800000087,0.022004878671027992,-0.024238830016149536,0,-56.58007800000087,0,-25.808984400000007,4835095000.0,76.73685407824118,56.58007800000087,0,0.9170595407122301,14200,13604.480469,13604.480469,13938.530273,13938.530273,14298.410156,14407.066398354867,14549.234093709716,-142.16769535484855,-140.70305594325245,-1.464639411596096
2023-05-26,5,13990.549805,14329.490234,13982.160156,14298.410156,14298.410156,4434070000,-307.86035099999935,347.33007800000087,0.022004878671027992,-0.024238830016149536,0,0.0,0,-25.808984400000007,4844074000.0,76.73685407824118,0.0,0,0.9153596745219004,14200,13672.540039,13604.480469,13604.480469,13938.530273,13938.530273,14390.350053377197,14530.654542768256,-140.30448939105918,-140.6233426328138,0.31885324175462415
2023-05-25,4,13920.889648,13986.870117,13812.179688,13938.530273,13938.530273,4651640000,-17.640625,174.69042900000022,0.001267205289752039,-0.0124896011429803,0,-359.8798829999996,1,-60.8109375,4866562000.0,129.99766757406005,359.8798829999996,0,0.9558369953983942,13900,13672.540039,13672.540039,13604.480469,13604.480469,13938.530273,14320.839317934551,14486.793485748385,-165.95416781383392,-145.68950766901781,-20.264660144816105
2023-05-25,4,13920.889648,13986.870117,13812.179688,13938.530273,13938.530273,4651640000,-17.640625,174.69042900000022,0.001267205289752039,-0.0124896011429803,0,0.0,1,-60.8109375,4889050000.0,129.99766757406005,0.0,0,0.9514404638938035,13900,13849.740234,13672.540039,13672.540039,13604.480469,13604.480469,14262.022541790775,14446.181395915173,-184.1588541243982,-153.3833769600939,-30.775477164304306
2023-05-24,3,13589.019531,13655.730469,13520.919922,13604.480469,13604.480469,4088270000,-15.46093800000017,134.81054700000095,0.0011377522833586227,-0.00987208610378153,0,-334.0498040000002,0,-83.70292969999991,4836846000.0,156.1870027413807,334.0498040000002,0,0.8452346839241935,13600,13849.740234,13849.740234,13672.540039,13672.540039,13604.480469,14160.862222899887,14383.833179106641,-222.97095620675464,-167.30089280942605,-55.67006339732859
2023-05-24,3,13589.019531,13655.730469,13520.919922,13604.480469,13604.480469,4088270000,-15.46093800000017,134.81054700000095,0.0011377522833586227,-0.00987208610378153,0,0.0,0,-83.70292969999991,4784642000.0,156.1870027413807,0.0,0,0.8544568224749104,13600,13803.490234,13849.740234,13849.740234,13672.540039,13672.540039,14075.265029992212,14326.103348728371,-250.83831873615964,-184.00837799477276,-66.82994074138688
2023-05-23,2,13773.679688,13827.099609,13662.910156,13672.540039,13672.540039,4347440000,101.13964900000065,164.18945300000087,-0.007342965082026426,-0.01187446808390175,1,68.05956999999944,0,-58.15498050000006,4628810000.0,158.2182329597674,68.05956999999944,1,0.9392133183258764,13600,13803.490234,13803.490234,13849.740234,13849.740234,13672.540039,14013.307339070332,14277.691251711454,-264.38391264112215,-200.08348492404264,-64.30042771707951
2023-05-23,2,13773.679688,13827.099609,13662.910156,13672.540039,13672.540039,4347440000,101.13964900000065,164.18945300000087,-0.007342965082026426,-0.01187446808390175,0,0.0,0,-58.15498050000006,4472978000.0,158.2182329597674,0.0,0,0.9719341342613355,13600,13834.620117,13803.490234,13803.490234,13849.740234,13849.740234,13960.881600597972,14232.86523595505,-271.98363535707904,-214.46351501064993,-57.52012034642911
2023-05-22,1,13805.330078,13893.709961,13792.969727,13849.740234,13849.740234,4278920000,-44.410155999999915,100.74023400000078,0.0032168847647309337,-0.007250779977614417,1,177.20019500000126,1,-50.525,4416523000.0,168.26182140859495,177.20019500000126,1,0.9688435903084848,13800,13834.620117,13834.620117,13803.490234,13803.490234,13849.740234,13943.782928813669,14204.485606180602,-260.70267736693313,-223.71134748190659,-36.991329885026545
2023-05-22,1,13805.330078,13893.709961,13792.969727,13849.740234,13849.740234,4278920000,-44.410155999999915,100.74023400000078,0.0032168847647309337,-0.007250779977614417,0,0.0,1,-50.525,4360068000.0,168.26182140859495,0.0,0,0.9813883636677226,13800,13589.259766,13834.620117,13834.620117,13803.490234,13803.490234,13929.314821919259,14178.208171204262,-248.89334928500284,-228.74774784252585,-20.145601442476988
2023-05-19,5,13842.69043,13874.419922,13763.900391,13803.490234,13803.490234,3935780000,39.20019599999978,110.51953099999992,-0.002831833609097027,-0.007965704629189897,0,-46.25,1,-49.49199219999991,4310239000.0,168.25222649935307,46.25,0,0.9131233790052014,13800,13589.259766,13589.259766,13834.620117,13834.620117,13803.490234,13909.957193008604,14150.451286966909,-240.4940939583048,-231.09701706568165,-9.397076892623147
2023-05-19,5,13842.69043,13874.419922,13763.900391,13803.490234,13803.490234,3935780000,39.20019599999978,110.51953099999992,-0.002831833609097027,-0.007965704629189897,0,0.0,1,-49.49199219999991,4260410000.0,168.25222649935307,0.0,0,0.9238031081515629,13800,13426.009766,13589.259766,13589.259766,13834.620117,13834.620117,13893.577660853434,14124.75046822862,-231.17280737518558,-231.11217512758245,-0.06063224760313801
2023-05-18,4,13608.950195,13844.759766,13606.80957,13834.620117,13834.620117,4532890000,-225.66992200000095,237.95019599999978,0.016582463655639895,-0.017187022384047325,1,31.12988299999961,0,-10.391015599999992,4248535000.0,128.9486055211579,31.12988299999961,1,1.0669301300330585,13800,13426.009766,13426.009766,13589.259766,13589.259766,13834.620117,13884.507269491367,14103.259331100573,-218.75206160920607,-228.64015242390718,9.888090814701116
2023-05-18,4,13608.950195,13844.759766,13606.80957,13834.620117,13834.620117,4532890000,-225.66992200000095,237.95019599999978,0.016582463655639895,-0.017187022384047325,0,0.0,0,-10.391015599999992,4236660000.0,128.9486055211579,0.0,0,1.0699206450364203,13800,13413.509766,13426.009766,13426.009766,13589.259766,13589.259766,13876.832322954233,14083.360130056086,-206.5278071018529,-224.21768335949633,17.689876257643448
2023-05-17,3,13474.519531,13608.330078,13419.349609,13589.259766,13589.259766,4501820000,-114.7402349999993,188.98046900000008,0.00851534889507737,-0.01388711678191262,0,-245.36035100000117,0,-1.5220703000000868,4278015000.0,105.04955505489302,245.36035100000117,0,1.052315150835142,13500,13413.509766,13413.509766,13426.009766,13426.009766,13589.259766,13832.59039111512,14046.76010308897,-214.1697119738492,-222.20808908236694,8.03837710851775
2023-05-17,3,13474.519531,13608.330078,13419.349609,13589.259766,13589.259766,4501820000,-114.7402349999993,188.98046900000008,0.00851534889507737,-0.01388711678191262,0,0.0,0,-1.5220703000000868,4319370000.0,105.04955505489302,0.0,0,1.0422399562899218,13500,13340.179688,13413.509766,13413.509766,13426.009766,13426.009766,13795.154910328178,14012.871189230527,-217.7162789023496,-221.3097270463635,3.593448144013905
2023-05-16,2,13385.370117,13498.44043,13384.769531,13426.009766,13426.009766,4067510000,-40.639648999998826,113.67089900000065,0.0030361244138019544,-0.008421039422255734,0,-163.25,0,-24.65302730000003,4291377000.0,113.17763226987238,163.25,0,0.9478332945345981,13400,13340.179688,13340.179688,13413.509766,13413.509766,13426.009766,13738.363349662304,13969.399972694933,-231.036623032629,-223.25510624361658,-7.781516789012414
2023-05-16,2,13385.370117,13498.44043,13384.769531,13426.009766,13426.009766,4067510000,-40.639648999998826,113.67089900000065,0.0030361244138019544,-0.008421039422255734,0,0.0,0,-24.65302730000003,4263384000.0,113.17763226987238,0.0,0,0.9540566836109532,13400,13389.780273,13340.179688,13340.179688,13413.509766,13413.509766,13690.308952175796,13929.148846273087,-238.8398940972911,-226.3720638143515,-12.467830282939616
