Date,DayOfWeek,Open,High,Low,Close,Adj Close,Volume,OC Difference,HL Difference,OC %Change,HL %Change,Close_Status,Close_Difference,Same Bracket,Avg_OC_Spread_10_Day,Avg_Volume_10_Day,Volatility_10_Day,Price_Change_Magnitude,Price_Direction,MA_Volume_Ratio,Close_Bracket,ShortEMA,LongEMA,MACD,SignalLine,MACD_Histogram,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_4,Close_Lag_5,first_diff_close,first_diff_open,first_diff_high,first_diff_low,first_diff_volume,first_diff_avg_volume_10_day,first_diff_close_bracket,first_diff_short_ema,first_diff_long_ema,first_diff_close_lag_1,first_diff_close_lag_2,first_diff_close_lag_3,first_diff_close_lag_4,first_diff_close_lag_5
2018-09-12,3,7493.379883,7501.240234,7422.910156,7488.060059,7488.060059,2372320000,5.319823999999244,78.33007799999996,-0.0007099365150388498,-0.010442283616642794,0,-19.810058000000026,1,-8.218994099999964,2198816000.0,56.241073224209615,19.810058000000026,0,1.0789079213540378,7400,7503.67996829287,7487.067973183547,16.61199510932329,27.481024311108605,-10.869029201785317,7507.870117,7447.680176,7430.259766,7453.169922,7523.259766,-19.810058000000026,78.29003899999952,-18.209961000000476,21.189940999999635,27240000.0,39205000.0,-100.0,-2.8399835077943862,0.07936686531593296,60.189941000000545,17.42040999999972,-22.910155999999915,-70.08984400000008,-99.06005800000003
2018-09-13,4,7535.22998,7578.759766,7531.660156,7561.689941,7561.689941,2332930000,-26.459960999999566,47.09961000000021,0.00351150012278717,-0.006214685707719557,1,73.62988199999927,1,-9.84902350000002,2241121000.0,53.236301133889896,73.62988199999927,1,1.0409656595962467,7500,7512.604579478582,7492.595526355136,20.009053123446392,25.986630073576166,-5.977576950129773,7488.060059,7507.870117,7447.680176,7430.259766,7453.169922,73.62988199999927,41.85009700000046,77.51953200000025,108.75,-39390000.0,42305000.0,100.0,8.92461118571191,5.527553171588806,-19.810058000000026,60.189941000000545,17.42040999999972,-22.910155999999915,-70.08984400000008
2018-09-14,5,7575.379883,7581.299805,7515.040039,7545.5,7545.5,2069380000,29.87988299999961,66.25976599999922,-0.003944341202881905,-0.008739895229614814,0,-16.189940999999635,1,-9.716992200000004,2245787000.0,53.216823034627495,16.189940999999635,0,0.9214498080183027,7500,7517.665413404955,7496.514376254756,21.151037150199045,25.019511488900744,-3.8684743387016987,7561.689941,7488.060059,7507.870117,7447.680176,7430.259766,-16.189940999999635,40.14990299999954,2.540038999999524,-16.620116999999482,-263550000.0,4666000.0,0.0,5.060833926372652,3.9188498996199996,73.62988199999927,-19.810058000000026,60.189941000000545,17.42040999999972,-22.910155999999915
2018-09-17,1,7522.589844,7533.919922,7427.790039,7434.72998,7434.72998,2303600000,87.85986400000002,106.12988299999961,-0.011679470211987808,-0.01408694067613951,0,-110.77001999999993,0,-21.98198249999996,2285457000.0,61.21842662289227,110.77001999999993,0,1.0079384560724616,7400,7504.90611595804,7491.937754309959,12.968361648080645,22.609281520736726,-9.640919872656081,7545.5,7561.689941,7488.060059,7507.870117,7447.680176,-110.77001999999993,-52.790038999999524,-47.37988299999961,-87.25,234220000.0,39670000.0,-100.0,-12.759297446915298,-4.576621944796898,-16.189940999999635,73.62988199999927,-19.810058000000026,60.189941000000545,17.42040999999972
2018-09-18,2,7440.859863,7531.200195,7436.529785,7494.399902,7494.399902,2328260000,-53.540039000000434,94.67041000000063,0.007195410206047639,-0.012570428025914484,1,59.66992200000004,1,-12.791992200000005,2294412000.0,66.20399001211851,59.66992200000004,1,1.014752363568531,7400,7503.289775349111,7492.120135620332,11.169639728778748,20.32135316234513,-9.151713433566382,7434.72998,7545.5,7561.689941,7488.060059,7507.870117,59.66992200000004,-81.72998100000041,-2.7197269999996934,8.739745999999286,24660000.0,8955000.0,0.0,-1.616340608929022,0.1823813103728753,-110.77001999999993,-16.189940999999635,73.62988199999927,-19.810058000000026,60.189941000000545
2018-09-19,3,7498.240234,7513.339844,7441.560059,7490.319824,7490.319824,2167720000,7.92040999999972,71.77978499999972,-0.0010563025126996378,-0.009553645448012257,0,-4.080077999999958,1,-3.2939941999999975,2250903000.0,58.85793938118873,4.080077999999958,0,0.963044609207949,7400,7501.294398218479,7491.986779204011,9.307619014467491,18.118606332769602,-8.81098731830211,7494.399902,7434.72998,7545.5,7561.689941,7488.060059,-4.080077999999958,57.380371000000196,-17.860351000000264,5.030274000000645,-160540000.0,-43509000.0,0.0,-1.995377130631823,-0.1333564163205665,59.66992200000004,-110.77001999999993,-16.189940999999635,73.62988199999927,-19.810058000000026
2018-09-20,4,7534.02002,7582.430176,7523.870117,7569.029785,7569.029785,2306580000,-35.00976499999979,58.560058999999455,0.0046468903596037685,-0.007723125388658964,1,78.70996099999957,1,11.585986299999968,2244023000.0,58.90400681988427,78.70996099999957,1,1.0278771652518712,7500,7511.7152269540975,7497.693668522233,14.021558431864833,17.29919675258865,-3.277638320723817,7490.319824,7494.399902,7434.72998,7545.5,7561.689941,78.70996099999957,35.77978600000006,69.09033199999976,82.31005800000003,138860000.0,-6880000.0,100.0,10.42082873561867,5.706889318221329,-4.080077999999958,59.66992200000004,-110.77001999999993,-16.189940999999635,73.62988199999927
2018-09-21,5,7587.390137,7603.859863,7522.120117,7531.069824,7531.069824,3729890000,56.32031300000017,81.73974599999929,-0.00742288349261935,-0.010749770178924626,0,-37.959960999999566,1,10.081005800000003,2401119000.0,60.06413754585958,37.959960999999566,0,1.553396562186214,7500,7514.692857268851,7500.165976335401,14.52688093345023,16.744733588760965,-2.217852655310736,7569.029785,7490.319824,7494.399902,7434.72998,7545.5,-37.959960999999566,53.37011700000039,21.42968699999983,-1.75,1423310000.0,157096000.0,0.0,2.9776303147536964,2.4723078131682996,78.70996099999957,-4.080077999999958,59.66992200000004,-110.77001999999993,-16.189940999999635
2018-09-24,1,7477.450195,7554.950195,7447.22998,7548.75,7548.75,2433260000,-71.29980499999965,107.72021500000028,0.009535309917233042,-0.014258229666595476,1,17.680175999999847,0,10.106982400000016,2438902000.0,60.06772044768542,17.680175999999847,1,0.9976866639167954,7500,7519.932417689028,7503.764792903149,16.167624785878616,16.6293118281845,-0.46168704230588276,7531.069824,7569.029785,7490.319824,7494.399902,7434.72998,17.680175999999847,-109.93994199999997,-48.90966799999933,-74.89013700000032,-1296630000.0,37783000.0,0.0,5.239560420176531,3.5988165677481447,-37.959960999999566,78.70996099999957,-4.080077999999958,59.66992200000004,-110.77001999999993
2018-09-25,2,7552.02002,7568.169922,7525.189941,7563.189941,7563.189941,2328660000,-11.169920999999704,42.97998100000041,0.0014790640080956385,-0.005679045455237654,1,14.439940999999635,1,5.531982399999924,2437260000.0,57.51748033436975,14.439940999999635,1,0.9554417665739395,7500,7526.587421275331,7508.166655725138,18.4207655501923,16.98760257258606,1.4331629776062407,7548.75,7531.069824,7569.029785,7490.319824,7494.399902,14.439940999999635,74.56982499999958,13.219726999999693,77.95996099999957,-104600000.0,-1642000.0,0.0,6.6550035863028825,4.401862821989198,17.680175999999847,-37.959960999999566,78.70996099999957,-4.080077999999958,59.66992200000004
2018-09-26,3,7563.959961,7637.620117,7553.259766,7563.089844,7563.089844,2342370000,0.8701169999994818,84.36035100000026,-0.00011503458565167329,-0.011045371425613189,0,-0.10009699999955046,1,7.502978499999972,2434265000.0,56.88682521424253,0.10009699999955046,0,0.9622493853380795,7500,7532.203178617587,7512.2350400417945,19.96813857579218,17.583709773227284,2.384428802564898,7563.189941,7548.75,7531.069824,7569.029785,7490.319824,-0.10009699999955046,11.939940999999635,69.45019500000035,28.069825000000492,13710000.0,-2995000.0,0.0,5.6157573422560745,4.068384316656193,14.439940999999635,17.680175999999847,-37.959960999999566,78.70996099999957,-4.080077999999958
2018-09-27,4,7600.350098,7657.799805,7596.959961,7629.569824,7629.569824,2073930000,-29.219726000000264,60.839844000000085,0.00384452368946653,-0.00794482038565124,1,66.47998000000007,1,6.787988300000052,2408365000.0,56.00139400663151,66.47998000000007,1,0.8611360819477114,7600,7547.182662522573,7520.92650552018,26.256157002392683,19.318199219060364,6.937957783332319,7563.089844,7563.189941,7548.75,7531.069824,7569.029785,66.47998000000007,36.39013700000032,20.17968799999926,43.70019499999944,-268440000.0,-25900000.0,100.0,14.97948390498641,8.691465478385908,-0.10009699999955046,14.439940999999635,17.680175999999847,-37.959960999999566,78.70996099999957
2018-09-28,5,7612.649902,7649.299805,7598.689941,7627.649902,7627.649902,2342120000,-15.0,50.609864000000016,0.001970404549414415,-0.006616274076081924,0,-1.9199220000000423,1,8.214990200000011,2435639000.0,55.530656496934576,1.9199220000000423,0,0.9616039158512407,7600,7559.562237826793,7528.831942296463,30.730295530329386,21.60061848131417,9.129677049015214,7629.569824,7563.089844,7563.189941,7548.75,7531.069824,-1.9199220000000423,12.299804000000222,-8.5,1.7299800000000687,268190000.0,27274000.0,0.0,12.379575304219543,7.905436776282841,66.47998000000007,-0.10009699999955046,14.439940999999635,17.680175999999847,-37.959960999999566
2018-10-01,1,7673.0,7700.560059,7627.470215,7645.450195,7645.450195,2299520000,27.54980499999965,73.08984400000008,-0.0035904867717971656,-0.009491497169037284,1,17.800293000000238,1,21.072021500000027,2435231000.0,36.56698136875622,17.800293000000238,1,0.9442718165135053,7600,7572.775769699594,7537.470331385614,35.30543831397972,24.341582447847284,10.963855866132437,7627.649902,7629.569824,7563.089844,7563.189941,7548.75,17.800293000000238,60.35009799999989,51.260254000000714,28.780274000000645,-42600000.0,-408000.0,0.0,13.213531872801468,8.638389089151133,-1.9199220000000423,66.47998000000007,-0.10009699999955046,14.439940999999635,17.680175999999847
2018-10-02,2,7632.370117,7685.359863,7610.25,7628.279785,7628.279785,2416800000,4.0903320000006715,75.10986299999968,-0.0005359189789407682,-0.009773109436502087,0,-17.17041000000063,1,13.38798829999996,2444085000.0,35.61606865765941,17.17041000000063,0,0.9888363129760217,7600,7581.31484897658,7544.196957579273,37.117891397307176,26.896844237739263,10.221047159567913,7645.450195,7627.649902,7629.569824,7563.089844,7563.189941,-17.17041000000063,-40.62988299999961,-15.200196000000687,-17.22021500000028,117280000.0,8854000.0,0.0,8.53907927698583,6.726626193658376,17.800293000000238,-1.9199220000000423,66.47998000000007,-0.10009699999955046,14.439940999999635
2018-10-03,3,7663.089844,7676.899902,7625.600098,7637.430176,7637.430176,3095630000,25.659668000000238,51.29980400000022,-0.0033484754221028857,-0.006682359370953307,1,9.150391000000127,1,14.71103519999997,2536876000.0,35.137600119251424,9.150391000000127,1,1.2202527833445544,7600,7589.947976210952,7551.103121906734,38.84485430421864,29.28644625103514,9.558408053183502,7628.279785,7645.450195,7627.649902,7629.569824,7563.089844,9.150391000000127,30.719726999999693,-8.459960999999566,15.350097999999889,678830000.0,92791000.0,0.0,8.633127234372296,6.906164327460829,-17.17041000000063,17.800293000000238,-1.9199220000000423,66.47998000000007,-0.10009699999955046
2018-10-04,4,7603.009766,7608.240234,7436.259766,7490.0,7490.0,3302690000,113.00976600000013,171.98046799999975,-0.014863819655390947,-0.022604500214313258,0,-147.43017599999985,0,-7.902978499999972,2636487000.0,55.96807839084606,147.43017599999985,0,1.2526858656993187,7400,7574.571364486191,7546.576964728457,27.994399757733845,29.028036952374883,-1.033637194641038,7637.430176,7628.279785,7645.450195,7627.649902,7629.569824,-147.43017599999985,-60.08007799999996,-68.65966800000024,-189.34033199999976,207060000.0,99611000.0,-200.0,-15.37661172476146,-4.526157178276662,9.150391000000127,-17.17041000000063,17.800293000000238,-1.9199220000000423,66.47998000000007
2018-10-05,5,7482.040039,7510.450195,7327.439941,7399.009766,7399.009766,2699370000,83.0302730000003,183.0102540000007,-0.011097277288975532,-0.024367414635388673,0,-90.99023399999987,0,-13.206005800000003,2533435000.0,61.382843271594794,90.99023399999987,0,1.0654980293554008,7300,7547.561887796008,7535.646061118941,11.915826677066434,25.605594897313196,-13.689768220246762,7490.0,7637.430176,7628.279785,7645.450195,7627.649902,-90.99023399999987,-120.9697269999997,-97.79003899999952,-108.81982500000049,-603320000.0,-103052000.0,-100.0,-27.009476690182964,-10.930903609515553,-147.43017599999985,9.150391000000127,-17.17041000000063,17.800293000000238,-1.9199220000000423
2018-10-08,1,7356.540039,7415.540039,7267.02002,7352.819824,7352.819824,2259300000,3.7202150000002803,148.5200190000005,-0.0005057017266646974,-0.020028213483967473,0,-46.189941999999974,1,-19.593017599999985,2516039000.0,61.13439262684228,46.189941999999974,0,0.8979590538938387,7300,7517.601570288929,7522.103376887909,-4.501806598979783,19.584114598054605,-24.085921197034388,7399.009766,7490.0,7637.430176,7628.279785,7645.450195,-46.189941999999974,-125.5,-94.91015599999992,-60.419920999999704,-440070000.0,-17396000.0,0.0,-29.9603175070788,-13.542684231032581,-90.99023399999987,-147.43017599999985,9.150391000000127,-17.17041000000063,17.800293000000238
2018-10-09,2,7352.439941,7430.359863,7339.859863,7371.620117,7371.620117,2466440000,-19.180176000000756,90.5,0.002608681764681246,-0.012179760020864013,1,18.800293000000238,1,-19.156982399999926,2529817000.0,61.4189876698282,18.800293000000238,1,0.9749479903091804,7300,7495.1428851675555,7510.956468748064,-15.813583580508748,12.504574962341934,-28.318158542850682,7352.819824,7399.009766,7490.0,7637.430176,7628.279785,18.800293000000238,-4.1000980000007985,14.819823999999244,72.83984299999975,207140000.0,13778000.0,0.0,-22.45868512137349,-11.146908139844527,-46.189941999999974,-90.99023399999987,-147.43017599999985,9.150391000000127,-17.17041000000063
2018-10-10,3,7319.810059,7329.240234,7042.060059,7044.5,7044.5,3111680000,275.31005900000036,287.1801749999995,-0.03761163975306922,-0.03918280283238421,0,-327.1201170000004,0,-51.85898440000001,2606748000.0,114.37489354501797,327.1201170000004,0,1.1937018844936296,7000,7425.813210526393,7476.404137729689,-50.590927203295905,-0.11452547078563491,-50.47640173251027,7371.620117,7352.819824,7399.009766,7490.0,7637.430176,-327.1201170000004,-32.62988199999927,-101.1196289999998,-297.7998039999993,645240000.0,76931000.0,-300.0,-69.32967464116246,-34.5523310183753,18.800293000000238,-46.189941999999974,-90.99023399999987,-147.43017599999985,9.150391000000127
2018-10-11,4,7013.47998,7120.100098,6892.890137,6964.029785,6964.029785,3154520000,49.45019500000035,227.20996099999957,-0.007050735888747821,-0.03191106274809559,0,-80.47021500000028,0,-66.55400390000004,2714807000.0,106.66125116514942,80.47021500000028,0,1.1619684198545237,6900,7354.769606599256,7438.450481971934,-83.6808753726782,-16.82779545116415,-66.85307992151405,7044.5,7371.620117,7352.819824,7399.009766,7490.0,-80.47021500000028,-306.3300790000003,-209.14013599999998,-149.16992200000004,42840000.0,108059000.0,-100.0,-71.04360392713716,-37.95365575775486,-327.1201170000004,18.800293000000238,-46.189941999999974,-90.99023399999987,-147.43017599999985
2018-10-12,5,7150.209961,7179.040039,7019.890137,7157.209961,7157.209961,2674210000,-7.0,159.1499020000001,0.0009789922307429709,-0.022168688450742893,1,193.18017599999985,1,-47.043994100000056,2748016000.0,134.10919155770233,193.18017599999985,1,0.9731420777753841,7100,7324.375814968601,7417.617850788828,-93.2420358202271,-32.11064352497674,-61.131392295250365,6964.029785,7044.5,7371.620117,7352.819824,7399.009766,193.18017599999985,136.7299809999995,58.939941000000545,127.0,-480310000.0,33209000.0,200.0,-30.39379163065496,-20.83263118310606,-80.47021500000028,-327.1201170000004,18.800293000000238,-46.189941999999974,-90.99023399999987
2018-10-15,1,7129.310059,7144.160156,7047.470215,7068.669922,7068.669922,2167000000,60.64013700000032,96.68994099999964,-0.008505751117311633,-0.013534122820412263,0,-88.54003899999952,0,-57.67802730000003,2734764000.0,132.60375011212625,88.54003899999952,0,0.7923901294590685,7000,7285.036446819585,7391.76985606373,-106.73340924414515,-47.03519666881043,-59.69821257533472,7157.209961,6964.029785,7044.5,7371.620117,7352.819824,-88.54003899999952,-20.8999019999992,-34.87988300000052,27.580077999999958,-507210000.0,-13252000.0,-100.0,-39.33936814901608,-25.847994725098033,193.18017599999985,-80.47021500000028,-327.1201170000004,18.800293000000238,-46.189941999999974
2018-10-16,2,7141.669922,7291.259766,7133.290039,7276.430176,7276.430176,2639760000,-134.7602539999998,157.9697269999997,0.018869571888903633,-0.021665628721202757,1,207.7602539999998,0,-35.184960899999986,2757060000.0,157.06015289748046,207.7602539999998,1,0.9574546799852016,7200,7283.712405155033,7383.22617605901,-99.51377090397727,-57.5309115158438,-41.98285938813348,7068.669922,7157.209961,6964.029785,7044.5,7371.620117,207.7602539999998,12.359862999999677,147.0996100000002,85.81982400000015,472760000.0,22296000.0,200.0,-1.324041664552169,-8.543680004720045,-88.54003899999952,193.18017599999985,-80.47021500000028,-327.1201170000004,18.800293000000238
2018-10-17,3,7310.0,7311.850098,7205.759766,7278.629883,7278.629883,2385070000,31.37011700000039,106.09033199999976,-0.004291397674418658,-0.014509369116992497,1,2.199706999999762,0,-35.880029300000025,2686004000.0,156.85739575193384,2.199706999999762,1,0.8879621921635262,7200,7282.930478669643,7375.478302499083,-92.54782382943995,-64.53429397856303,-28.01352985087692,7276.430176,7068.669922,7157.209961,6964.029785,7044.5,2.199706999999762,168.33007799999996,20.590331999999762,72.4697269999997,-254690000.0,-71056000.0,0.0,-0.7819264853897039,-7.747873559927029,207.7602539999998,-88.54003899999952,193.18017599999985,-80.47021500000028,-327.1201170000004
2018-10-18,4,7250.919922,7251.540039,7081.890137,7116.089844,7116.089844,2567980000,134.83007799999996,169.6499020000001,-0.018594892710221817,-0.0233950169326232,0,-162.54003899999952,0,-37.39101559999999,2612533000.0,158.11903935225993,162.54003899999952,0,0.98294643550914,7100,7257.262688720467,7356.264342610262,-99.0016538897953,-71.4277659608095,-27.573887928985812,7278.629883,7276.430176,7068.669922,7157.209961,6964.029785,-162.54003899999952,-59.08007799999996,-60.310058999999455,-123.8696289999998,182910000.0,-73471000.0,-100.0,-25.66778994917604,-19.213959888820682,2.199706999999762,207.7602539999998,-88.54003899999952,193.18017599999985,-80.47021500000028
2018-10-19,5,7169.450195,7227.959961,7080.740234,7107.22998,7107.22998,2547790000,62.22021500000028,147.2197269999997,-0.008678519734106372,-0.02036808833949761,0,-8.859864000000016,1,-29.177978600000007,2597375000.0,157.15572110420055,8.859864000000016,0,0.9809095721642043,7100,7234.180733532702,7337.81735278728,-103.63661925457745,-77.86953661956309,-25.76708263501436,7116.089844,7278.629883,7276.430176,7068.669922,7157.209961,-8.859864000000016,-81.4697269999997,-23.580078000000867,-1.1499030000004495,-20190000.0,-15158000.0,0.0,-23.081955187764834,-18.446989822982687,-162.54003899999952,2.199706999999762,207.7602539999998,-88.54003899999952,193.18017599999985
2018-10-22,1,7146.029785,7193.720215,7088.899902,7141.209961,7141.209961,2301010000,4.819824000000153,104.82031300000017,-0.0006744757781610832,-0.014571085595104725,1,33.9799809999995,1,-21.160986300000058,2601546000.0,158.23262951488758,33.9799809999995,1,0.8844779219740877,7100,7219.87753775844,7323.253842284518,-103.37630452607846,-82.97089020086617,-20.40541432521229,7107.22998,7116.089844,7278.629883,7276.430176,7068.669922,33.9799809999995,-23.42041000000063,-34.239745999999286,8.159668000000238,-246780000.0,4171000.0,0.0,-14.303195774262349,-14.563510502761346,-8.859864000000016,-162.54003899999952,2.199706999999762,207.7602539999998,-88.54003899999952
2018-10-23,2,7002.689941,7149.129883,6933.560059,7118.669922,7118.669922,2752010000,-115.97998100000041,215.56982399999924,0.016562204235396748,-0.030153295230039852,0,-22.540038999999524,0,-25.295019500000034,2630103000.0,157.61140011885448,22.540038999999524,0,1.0463506562290525,7100,7204.307135334064,7308.099477818998,-103.79234248493412,-87.13518065767975,-16.65716182725437,7141.209961,7107.22998,7116.089844,7278.629883,7276.430176,-22.540038999999524,-143.33984400000008,-44.59033200000067,-155.33984299999975,451000000.0,28557000.0,0.0,-15.57040242437597,-15.154364465520302,33.9799809999995,-8.859864000000016,-162.54003899999952,2.199706999999762,207.7602539999998
