Date,DayOfWeek,Open,High,Low,Close,Adj Close,Volume,OC Difference,HL Difference,OC %Change,HL %Change,Close_Status,Close_Difference,Avg_OC_Spread_10_Day,Avg_Volume_10_Day,Volatility_10_Day,Price_Change_Magnitude,Price_Direction,MA_Volume_Ratio,Day_Type_Change
2018-08-23,Thursday,7420.310059,7465.870117,7405.399902,7413.839844,7413.839844,1888600000,6.47021500000028,60.47021500000028,-0.0008719601941906239,-0.00809955357545102,0,,,,,,,,1
2018-08-24,Friday,7443.709961,7489.540039,7442.990234,7485.399902,7485.399902,1892990000,-41.689941000000545,46.54980500000056,0.005600693903769439,-0.006215308918518829,1,71.56005800000003,,,,71.56005800000003,1,,1
2018-08-27,Monday,7527.370117,7560.759766,7512.02002,7559.129883,7559.129883,2333790000,-31.759765999999217,48.739746000000196,0.004219237994990066,-0.006446408497090211,1,73.7299809999995,,,,73.7299809999995,1,,1
2018-08-28,Tuesday,7580.850098,7588.720215,7556.709961,7570.25,7570.25,1980270000,10.600097999999889,32.010254000000714,-0.0013982729988021312,-0.0042181360088528064,1,11.120117000000391,,,,11.120117000000391,1,,1
2018-08-29,Wednesday,7585.129883,7661.950195,7583.52002,7660.180176,7660.180176,1909880000,-75.05029300000024,78.43017500000042,0.009894397875533418,-0.010236320127894072,1,89.93017599999985,,,,89.93017599999985,1,,1
2018-08-30,Thursday,7645.109863,7691.100098,7619.72998,7642.669922,7642.669922,2022720000,2.439940999999635,71.37011799999982,-0.0003191505476995439,-0.00927957211460022,0,-17.510253999999804,,,,17.510253999999804,0,,1
2018-08-31,Friday,7634.439941,7676.459961,7628.540039,7654.549805,7654.549805,1906900000,-20.109864000000016,47.91992199999913,0.0026340981336433066,-0.006242450588351233,1,11.879882999999609,,,,11.879882999999609,1,,1
2018-09-04,Tuesday,7629.339844,7643.450195,7581.350098,7622.319824,7622.319824,2238710000,7.020019999999931,62.10009700000046,-0.0009201346569350609,-0.008124615901942233,0,-32.2299809999995,,,,32.2299809999995,0,,1
2018-09-05,Wednesday,7600.950195,7607.180176,7498.379883,7523.259766,7523.259766,2602810000,77.69042900000022,108.80029300000024,-0.010221146962797618,-0.014302315770468513,0,-99.06005800000003,,,,99.06005800000003,0,,1
2018-09-06,Thursday,7527.220215,7532.299805,7405.319824,7453.169922,7453.169922,2375380000,74.05029300000024,126.9799809999995,-0.009837667941803432,-0.016858062515741765,0,-70.08984400000008,,2115205000.0,,70.08984400000008,0,1.1230022621920808,1
2018-09-07,Friday,7402.189941,7489.399902,7400.990234,7430.259766,7430.259766,2158930000,-28.069825000000492,88.40966800000024,0.0037920973689859676,-0.011804639778467558,0,-22.910155999999915,1.6419922000000042,2142238000.0,62.78530705172124,22.910155999999915,0,1.0077918513255764,1
2018-09-10,Monday,7466.759766,7473.75,7410.740234,7447.680176,7447.680176,2055430000,19.07959000000028,63.00976600000013,-0.002555270371343601,-0.008430809968222128,1,17.42040999999972,-3.7719726000000264,2158482000.0,58.257346154523795,17.42040999999972,1,0.9522571881535264,1
2018-09-11,Tuesday,7415.089844,7519.450195,7401.720215,7507.870117,7507.870117,2345080000,-92.7802730000003,117.72998000000007,0.012512359924414735,-0.015656727147190058,1,60.189941000000545,-5.125976599999921,2159611000.0,56.383119755186556,60.189941000000545,1,1.085880744263666,1
2018-09-12,Wednesday,7493.379883,7501.240234,7422.910156,7488.060059,7488.060059,2372320000,5.319823999999244,78.33007799999996,-0.0007099365150388498,-0.010442283616642794,0,-19.810058000000026,-8.218994099999964,2198816000.0,56.241073224209615,19.810058000000026,0,1.0789079213540378,1
2018-09-13,Thursday,7535.22998,7578.759766,7531.660156,7561.689941,7561.689941,2332930000,-26.459960999999566,47.09961000000021,0.00351150012278717,-0.006214685707719557,1,73.62988199999927,-9.84902350000002,2241121000.0,53.236301133889896,73.62988199999927,1,1.0409656595962467,1
2018-09-14,Friday,7575.379883,7581.299805,7515.040039,7545.5,7545.5,2069380000,29.87988299999961,66.25976599999922,-0.003944341202881905,-0.008739895229614814,0,-16.189940999999635,-9.716992200000004,2245787000.0,53.216823034627495,16.189940999999635,0,0.9214498080183027,1
2018-09-17,Monday,7522.589844,7533.919922,7427.790039,7434.72998,7434.72998,2303600000,87.85986400000002,106.12988299999961,-0.011679470211987808,-0.01408694067613951,0,-110.77001999999993,-21.98198249999996,2285457000.0,61.21842662289227,110.77001999999993,0,1.0079384560724616,1
2018-09-18,Tuesday,7440.859863,7531.200195,7436.529785,7494.399902,7494.399902,2328260000,-53.540039000000434,94.67041000000063,0.007195410206047639,-0.012570428025914484,1,59.66992200000004,-12.791992200000005,2294412000.0,66.20399001211851,59.66992200000004,1,1.014752363568531,1
2018-09-19,Wednesday,7498.240234,7513.339844,7441.560059,7490.319824,7490.319824,2167720000,7.92040999999972,71.77978499999972,-0.0010563025126996378,-0.009553645448012257,0,-4.080077999999958,-3.2939941999999975,2250903000.0,58.85793938118873,4.080077999999958,0,0.963044609207949,1
2018-09-20,Thursday,7534.02002,7582.430176,7523.870117,7569.029785,7569.029785,2306580000,-35.00976499999979,58.560058999999455,0.0046468903596037685,-0.007723125388658964,1,78.70996099999957,11.585986299999968,2244023000.0,58.90400681988427,78.70996099999957,1,1.0278771652518712,1
2018-09-21,Friday,7587.390137,7603.859863,7522.120117,7531.069824,7531.069824,3729890000,56.32031300000017,81.73974599999929,-0.00742288349261935,-0.010749770178924626,0,-37.959960999999566,10.081005800000003,2401119000.0,60.06413754585958,37.959960999999566,0,1.553396562186214,1
2018-09-24,Monday,7477.450195,7554.950195,7447.22998,7548.75,7548.75,2433260000,-71.29980499999965,107.72021500000028,0.009535309917233042,-0.014258229666595476,1,17.680175999999847,10.106982400000016,2438902000.0,60.06772044768542,17.680175999999847,1,0.9976866639167954,1
2018-09-25,Tuesday,7552.02002,7568.169922,7525.189941,7563.189941,7563.189941,2328660000,-11.169920999999704,42.97998100000041,0.0014790640080956385,-0.005679045455237654,1,14.439940999999635,5.531982399999924,2437260000.0,57.51748033436975,14.439940999999635,1,0.9554417665739395,1
2018-09-26,Wednesday,7563.959961,7637.620117,7553.259766,7563.089844,7563.089844,2342370000,0.8701169999994818,84.36035100000026,-0.00011503458565167329,-0.011045371425613189,0,-0.10009699999955046,7.502978499999972,2434265000.0,56.88682521424253,0.10009699999955046,0,0.9622493853380795,1
2018-09-27,Thursday,7600.350098,7657.799805,7596.959961,7629.569824,7629.569824,2073930000,-29.219726000000264,60.839844000000085,0.00384452368946653,-0.00794482038565124,1,66.47998000000007,6.787988300000052,2408365000.0,56.00139400663151,66.47998000000007,1,0.8611360819477114,1
2018-09-28,Friday,7612.649902,7649.299805,7598.689941,7627.649902,7627.649902,2342120000,-15.0,50.609864000000016,0.001970404549414415,-0.006616274076081924,0,-1.9199220000000423,8.214990200000011,2435639000.0,55.530656496934576,1.9199220000000423,0,0.9616039158512407,1
2018-10-01,Monday,7673.0,7700.560059,7627.470215,7645.450195,7645.450195,2299520000,27.54980499999965,73.08984400000008,-0.0035904867717971656,-0.009491497169037284,1,17.800293000000238,21.072021500000027,2435231000.0,36.56698136875622,17.800293000000238,1,0.9442718165135053,1
2018-10-02,Tuesday,7632.370117,7685.359863,7610.25,7628.279785,7628.279785,2416800000,4.0903320000006715,75.10986299999968,-0.0005359189789407682,-0.009773109436502087,0,-17.17041000000063,13.38798829999996,2444085000.0,35.61606865765941,17.17041000000063,0,0.9888363129760217,1
2018-10-03,Wednesday,7663.089844,7676.899902,7625.600098,7637.430176,7637.430176,3095630000,25.659668000000238,51.29980400000022,-0.0033484754221028857,-0.006682359370953307,1,9.150391000000127,14.71103519999997,2536876000.0,35.137600119251424,9.150391000000127,1,1.2202527833445544,1
2018-10-04,Thursday,7603.009766,7608.240234,7436.259766,7490.0,7490.0,3302690000,113.00976600000013,171.98046799999975,-0.014863819655390947,-0.022604500214313258,0,-147.43017599999985,-7.902978499999972,2636487000.0,55.96807839084606,147.43017599999985,0,1.2526858656993187,1
2018-10-05,Friday,7482.040039,7510.450195,7327.439941,7399.009766,7399.009766,2699370000,83.0302730000003,183.0102540000007,-0.011097277288975532,-0.024367414635388673,0,-90.99023399999987,-13.206005800000003,2533435000.0,61.382843271594794,90.99023399999987,0,1.0654980293554008,1
2018-10-08,Monday,7356.540039,7415.540039,7267.02002,7352.819824,7352.819824,2259300000,3.7202150000002803,148.5200190000005,-0.0005057017266646974,-0.020028213483967473,0,-46.189941999999974,-19.593017599999985,2516039000.0,61.13439262684228,46.189941999999974,0,0.8979590538938387,1
2018-10-09,Tuesday,7352.439941,7430.359863,7339.859863,7371.620117,7371.620117,2466440000,-19.180176000000756,90.5,0.002608681764681246,-0.012179760020864013,1,18.800293000000238,-19.156982399999926,2529817000.0,61.4189876698282,18.800293000000238,1,0.9749479903091804,1
2018-10-10,Wednesday,7319.810059,7329.240234,7042.060059,7044.5,7044.5,3111680000,275.31005900000036,287.1801749999995,-0.03761163975306922,-0.03918280283238421,0,-327.1201170000004,-51.85898440000001,2606748000.0,114.37489354501797,327.1201170000004,0,1.1937018844936296,1
2018-10-11,Thursday,7013.47998,7120.100098,6892.890137,6964.029785,6964.029785,3154520000,49.45019500000035,227.20996099999957,-0.007050735888747821,-0.03191106274809559,0,-80.47021500000028,-66.55400390000004,2714807000.0,106.66125116514942,80.47021500000028,0,1.1619684198545237,1
2018-10-12,Friday,7150.209961,7179.040039,7019.890137,7157.209961,7157.209961,2674210000,-7.0,159.1499020000001,0.0009789922307429709,-0.022168688450742893,1,193.18017599999985,-47.043994100000056,2748016000.0,134.10919155770233,193.18017599999985,1,0.9731420777753841,1
2018-10-15,Monday,7129.310059,7144.160156,7047.470215,7068.669922,7068.669922,2167000000,60.64013700000032,96.68994099999964,-0.008505751117311633,-0.013534122820412263,0,-88.54003899999952,-57.67802730000003,2734764000.0,132.60375011212625,88.54003899999952,0,0.7923901294590685,1
2018-10-16,Tuesday,7141.669922,7291.259766,7133.290039,7276.430176,7276.430176,2639760000,-134.7602539999998,157.9697269999997,0.018869571888903633,-0.021665628721202757,1,207.7602539999998,-35.184960899999986,2757060000.0,157.06015289748046,207.7602539999998,1,0.9574546799852016,1
2018-10-17,Wednesday,7310.0,7311.850098,7205.759766,7278.629883,7278.629883,2385070000,31.37011700000039,106.09033199999976,-0.004291397674418658,-0.014509369116992497,1,2.199706999999762,-35.880029300000025,2686004000.0,156.85739575193384,2.199706999999762,1,0.8879621921635262,1
2018-10-18,Thursday,7250.919922,7251.540039,7081.890137,7116.089844,7116.089844,2567980000,134.83007799999996,169.6499020000001,-0.018594892710221817,-0.0233950169326232,0,-162.54003899999952,-37.39101559999999,2612533000.0,158.11903935225993,162.54003899999952,0,0.98294643550914,1
2018-10-19,Friday,7169.450195,7227.959961,7080.740234,7107.22998,7107.22998,2547790000,62.22021500000028,147.2197269999997,-0.008678519734106372,-0.02036808833949761,0,-8.859864000000016,-29.177978600000007,2597375000.0,157.15572110420055,8.859864000000016,0,0.9809095721642043,1
2018-10-22,Monday,7146.029785,7193.720215,7088.899902,7141.209961,7141.209961,2301010000,4.819824000000153,104.82031300000017,-0.0006744757781610832,-0.014571085595104725,1,33.9799809999995,-21.160986300000058,2601546000.0,158.23262951488758,33.9799809999995,1,0.8844779219740877,1
2018-10-23,Tuesday,7002.689941,7149.129883,6933.560059,7118.669922,7118.669922,2752010000,-115.97998100000041,215.56982399999924,0.016562204235396748,-0.030153295230039852,0,-22.540038999999524,-25.295019500000034,2630103000.0,157.61140011885448,22.540038999999524,0,1.0463506562290525,1
