Date,DayOfWeek,Open,High,Low,Close,Adj Close,Volume,OC Difference,HL Difference,OC %Change,HL %Change,Close_Status,Close_Difference,Avg_OC_Spread_10_Day,Avg_Volume_10_Day,Volatility_10_Day,Price_Change_Magnitude,Price_Direction,MA_Volume_Ratio,Day_Type_Change
2018-10-24,Wednesday,7101.850098,7117.339844,6777.470215,6789.149902,6789.149902,2959560000,312.7001959999998,339.8696289999998,-0.04403080770291975,-0.04775233956075792,0,-329.52001999999993,-25.53500979999999,2614891000.0,158.12304158531805,329.52001999999993,0,1.131810083097154,1
2018-10-25,Thursday,6891.27002,7063.919922,6866.75,7016.390137,7016.390137,2788090000,-125.12011700000039,197.16992200000004,0.01815632193149796,-0.02791225327823019,1,227.2402350000002,5.23603520000006,2578248000.0,175.25693583711873,227.2402350000002,1,1.081389377592846,1
2018-10-26,Friday,6804.689941,6976.939941,6743.779785,6852.399902,6852.399902,2971530000,-47.709961000000476,233.16015599999992,0.0070113350371095885,-0.03341868469152699,0,-163.9902350000002,-30.481005899999946,2607980000.0,168.9813935340897,163.9902350000002,0,1.1393990751462817,1
2018-10-29,Monday,6954.689941,6973.189941,6574.75,6713.899902,6713.899902,2711900000,240.79003899999952,398.43994099999964,-0.03462268498563386,-0.05713883378642929,0,-138.5,-35.47700199999999,2662470000.0,171.6068032315162,138.5,0,1.0185654674043276,1
2018-10-30,Tuesday,6673.839844,6816.27002,6652.529785,6810.120117,6810.120117,2699220000,-136.2802730000003,163.7402350000002,0.020420069433119633,-0.02402197015663417,1,96.22021500000028,-46.63100589999995,2668416000.0,157.04766808809867,96.22021500000028,1,1.0115439271837674,1
2018-10-31,Wednesday,6933.109863,7030.509766,6924.089844,6967.100098,6967.100098,2918880000,-33.99023500000021,106.41992200000004,0.004902595757409854,-0.0151368713709287,1,156.9799809999995,-31.15297849999997,2721797000.0,169.5264753526076,156.9799809999995,1,1.0724091473390558,1
2018-11-01,Thursday,6980.790039,7071.839844,6932.209961,7069.169922,7069.169922,2728760000,-88.37988299999961,139.62988300000052,0.012660441369278031,-0.019744491685352215,1,102.06982400000015,-4.691992200000004,2737875000.0,167.37746764880475,102.06982400000015,1,0.9966707756928275,1
2018-11-02,Friday,7042.299805,7085.27002,6909.069824,6965.290039,6965.290039,2899670000,77.00976599999922,176.20019599999978,-0.010935314901720408,-0.024868522371431057,0,-103.87988299999961,-14.193994099999964,2773063000.0,170.31178474709765,103.87988299999961,0,1.045656012863754,1
2018-11-05,Monday,6946.149902,6952.930176,6859.799805,6937.089844,6937.089844,2186310000,9.060058000000026,93.1303710000002,-0.0013043280274431409,-0.013394406191718413,0,-28.20019500000035,-20.412011699999947,2761593000.0,169.49065545256215,28.20019500000035,0,0.7916843647851077,1
2018-11-06,Tuesday,6939.129883,7024.779785,6928.0,6988.850098,6988.850098,2300920000,-49.72021500000028,96.77978499999972,0.0071651944607361495,-0.013776913720007769,1,51.760253999999804,-12.981982400000016,2716484000.0,171.00876996800986,51.760253999999804,1,0.8470213702712771,1
2018-11-07,Wednesday,7068.5,7205.959961,7057.709961,7203.129883,7203.129883,2687410000,-134.6298829999996,148.25,0.01904645723986696,-0.02057324781186083,1,214.27978499999972,41.39799809999995,2689269000.0,143.4014386786867,214.27978499999972,1,0.9993087340835,1
2018-11-08,Thursday,7176.189941,7192.319824,7125.140137,7158.589844,7158.589844,2475160000,17.60009699999955,67.17968699999983,-0.002452568444355722,-0.009340475485507252,0,-44.540038999999524,14.219970699999976,2657976000.0,129.33046002268242,44.540038999999524,0,0.9312198454764076,1
2018-11-09,Friday,7095.450195,7104.390137,6982.890137,7039.149902,7039.149902,2426750000,56.30029300000024,121.5,-0.007934703430047856,-0.01710210132847607,0,-119.43994199999997,18.675,2603498000.0,123.12817756477484,119.43994199999997,0,0.9321113363636154,1
2018-11-12,Monday,6990.370117,6998.799805,6819.379883,6829.100098,6829.100098,2305340000,161.2700190000005,179.41992200000004,-0.023070311914930683,-0.02563581285348682,0,-210.04980400000022,11.520019599999978,2562842000.0,134.80193325699054,210.04980400000022,0,0.8995248243941687,1
2018-11-13,Tuesday,6858.589844,6951.439941,6811.680176,6830.910156,6830.910156,2361240000,27.67968800000017,139.7597649999998,-0.004035769542949822,-0.020105153203682093,1,1.8100580000000264,2.0790038999999525,2529044000.0,131.47576175748472,1.8100580000000264,1,0.9336492366285443,1
2018-11-14,Wednesday,6896.200195,6916.100098,6736.180176,6769.870117,6769.870117,2566210000,126.33007799999996,179.91992200000004,-0.018318795050583644,-0.026014649795486525,0,-61.040038999999524,-19.72299809999995,2493777000.0,120.55856636939545,61.040038999999524,0,1.0290455000587462,1
2018-11-15,Thursday,6750.629883,6908.830078,6702.419922,6890.450195,6890.450195,2523500000,-139.82031200000074,206.41015599999992,0.020712187517805996,-0.029876282043363338,1,120.58007799999996,-17.87197269999997,2473251000.0,122.75834890055837,120.58007799999996,1,1.020316983597702,1
2018-11-16,Friday,6823.029785,6898.129883,6797.430176,6867.02002,6867.02002,2466980000,-43.99023500000021,100.69970699999976,0.006447316864526953,-0.014598116983585327,0,-23.430175000000418,-9.82700190000005,2429982000.0,119.07645884054097,23.430175000000418,0,1.0152256271857159,1
2018-11-19,Monday,6832.25,6841.439941,6623.370117,6642.919922,6642.919922,2381430000,189.33007799999996,218.06982399999924,-0.027711233927329937,-0.031874842998055236,0,-224.1000979999999,-29.416992200000003,2449494000.0,137.17407259799353,224.1000979999999,0,0.9722130366516514,1
2018-11-20,Tuesday,6475.680176,6614.009766,6442.359863,6526.959961,6526.959961,2672250000,-51.27978499999972,171.64990300000045,0.0079188260702021,-0.025952471960713527,0,-115.95996100000048,-46.18901370000003,2486627000.0,136.39707916154794,115.95996100000048,0,1.0746485098086684,1
2018-11-21,Wednesday,6608.120117,6639.370117,6566.310059,6575.660156,6575.660156,1867840000,32.459961000000476,73.06005800000003,-0.004912132410622232,-0.0110040646495864,1,48.70019500000035,-62.74697269999997,2404670000.0,108.45161522451109,48.70019500000035,1,0.776755230447421,1
2018-11-23,Friday,6525.02002,6591.560059,6524.549805,6527.350098,6527.350098,958950000,-2.3300779999999577,67.01025400000071,0.00035709898097752624,-0.010166068942739297,0,-48.310058000000026,-63.12397460000002,2253049000.0,108.38782545933093,48.310058000000026,0,0.4256232332275064,1
2018-11-26,Monday,6616.790039,6679.910156,6590.890137,6678.339844,6678.339844,2036910000,-61.54980499999965,89.02001899999959,0.009302064088057676,-0.013326529387530822,1,150.9897460000002,-36.0810058,2214065000.0,125.20705603120902,150.9897460000002,1,0.919986540593885,1
2018-11-27,Tuesday,6639.390137,6715.410156,6609.080078,6701.040039,6701.040039,2076790000,-61.64990200000011,106.33007799999996,0.009285476636843116,-0.015833742918144395,1,22.70019500000035,-12.806005899999946,2191210000.0,109.98186342246937,22.70019500000035,1,0.9477822755463876,1
2018-11-28,Wednesday,6756.129883,6914.790039,6713.290039,6913.330078,6913.330078,2413120000,-157.20019500000035,201.5,0.023267787582881252,-0.02914043649388094,1,212.29003899999952,8.241992200000004,2196398000.0,131.18625876652803,212.29003899999952,1,1.0986715522414425,1
2018-11-29,Thursday,6890.839844,6938.02002,6839.450195,6892.399902,6892.399902,2018190000,-1.5600580000000264,98.56982499999958,0.00022639591621889194,-0.014207198122210028,0,-20.930175999999847,12.252978499999973,2141596000.0,129.43408697597124,20.930175999999847,0,0.9423766200534555,1
2018-11-30,Friday,6902.240234,6951.129883,6872.290039,6949.009766,6949.009766,2547970000,-46.769532000000254,78.83984399999918,0.006775993071005627,-0.011342018539002342,1,56.609864000000016,5.855957099999978,2144043000.0,124.9898661754385,56.609864000000016,1,1.1883950088687587,1
2018-12-03,Monday,7106.839844,7107.0,7013.200195,7062.129883,7062.129883,2643150000,44.709961000000476,93.79980499999965,-0.006291117005788048,-0.013198227803573891,1,113.12011699999948,19.510986299999967,2161660000.0,128.83474516696515,113.12011699999948,1,1.222740856563937,1
2018-12-04,Tuesday,7026.810059,7045.680176,6785.850098,6795.209961,6795.209961,2655720000,231.6000980000008,259.83007799999996,-0.032959493149151704,-0.03687792683026831,0,-266.91992200000004,15.229003899999952,2189089000.0,138.2021366465857,266.91992200000004,0,1.2131621875583862,1
2018-12-06,Thursday,6652.129883,6840.5,6630.819824,6838.850098,6838.850098,2857650000,-186.72021500000028,209.68017599999985,0.028069237715453714,-0.03065275579270519,1,43.64013700000032,31.189013700000032,2207629000.0,130.36184854621018,43.64013700000032,1,1.2944430427395184,1
2018-12-07,Friday,6806.629883,6849.379883,6594.540039,6613.279785,6613.279785,2504680000,193.3500979999999,254.83984399999918,-0.02840614244104918,-0.03720626514416374,0,-225.57031300000017,3.7619628999999803,2271313000.0,153.13181802635978,225.57031300000017,0,1.1027454164177284,1
2018-12-10,Monday,6603.359863,6710.390137,6534.330078,6682.740234,6682.740234,2380270000,-79.3803710000002,176.06005900000036,0.01202120930055394,-0.026236933383237113,1,69.46044900000015,15.539013599999999,2413445000.0,153.21081689106305,69.46044900000015,1,0.9862540890718454,1
2018-12-11,Tuesday,6782.410156,6788.470215,6650.830078,6704.240234,6704.240234,2286810000,78.16992200000004,137.64013700000032,-0.011525389972301764,-0.020275575003020074,1,21.5,2.5900389999999787,2438435000.0,145.78289136440443,21.5,1,0.9378187238946292,1
2018-12-12,Wednesday,6800.549805,6867.660156,6761.779785,6763.959961,6763.959961,2427080000,36.589844000000085,105.8803710000002,-0.005380424384672246,-0.015417240893537335,1,59.71972699999969,6.291992199999913,2473464000.0,146.81666611146733,59.71972699999969,1,0.9812473518919216,1
2018-12-13,Thursday,6805.700195,6833.779785,6724.040039,6767.970215,6767.970215,2162210000,37.72998000000007,109.73974599999929,-0.005543879236367106,-0.0160584258569285,1,4.010254000000714,-14.535986299999967,2448373000.0,127.90107513778361,4.010254000000714,1,0.8831211584182639,1
2018-12-14,Friday,6679.910156,6710.410156,6585.310059,6594.959961,6594.959961,2218330000,84.95019500000035,125.10009699999955,-0.012717266103301816,-0.01864269010265243,0,-173.0102540000007,-29.743994100000055,2468387000.0,137.43222088695697,173.0102540000007,0,0.8986961931010008,1
2018-12-17,Monday,6571.0,6621.629883,6399.549805,6448.390137,6448.390137,2697400000,122.60986299999968,222.08007799999996,-0.018659239537361084,-0.033538582180522636,0,-146.56982399999924,-50.06196289999998,2483330000.0,138.26368736856995,146.56982399999924,0,1.086202800272215,1
2018-12-18,Tuesday,6503.120117,6551.040039,6434.600098,6491.52002,6491.52002,2623270000,11.60009700000046,116.43994100000054,-0.001783774064033709,-0.017774267949333858,1,43.12988299999961,-57.06098629999997,2481342000.0,130.64714601594497,43.12988299999961,1,1.0571980807159997,1
2018-12-19,Wednesday,6480.310059,6575.390137,6284.720215,6342.970215,6342.970215,2919140000,137.33984400000008,290.66992200000004,-0.021193406295314438,-0.044205730145864354,0,-148.54980499999965,-45.22397459999993,2507684000.0,113.79629629450949,148.54980499999965,0,1.1640780895838552,1
2018-12-20,Thursday,6312.720215,6380.970215,6161.850098,6243.189941,6243.189941,3282440000,69.53027400000065,219.1201170000004,-0.011014312630993206,-0.03433962385295359,0,-99.78027400000065,-59.56601570000002,2550163000.0,110.33735717625007,99.78027400000065,0,1.2871490959597485,1
2018-12-21,Friday,6293.049805,6308.310059,6013.97998,6046.560059,6046.560059,4571670000,246.4897459999993,294.3300790000003,-0.039168567489193624,-0.04665751623607699,0,-196.62988199999927,-56.67197259999993,2756862000.0,105.78506162452716,196.62988199999927,0,1.6582875747861154,1
2018-12-24,Monday,5994.080078,6075.169922,5895.120117,5899.350098,5899.350098,1647440000,94.72998000000007,180.04980499999965,-0.015803922998574273,-0.02963699901594286,0,-147.20996100000048,-78.3390136,2683579000.0,99.05522941718856,147.20996100000048,0,0.6138965910822822,1
2018-12-26,Wednesday,5969.080078,6263.819824,5921.859863,6262.77002,6262.77002,2572890000,-293.689942,341.9599610000005,0.04920187669829414,-0.05459287952213621,1,363.41992200000004,-44.14702139999999,2712187000.0,170.5545372254876,363.41992200000004,1,0.9486403408024594,1
2018-12-27,Thursday,6168.600098,6291.990234,6043.450195,6288.299805,6288.299805,2449110000,-119.69970699999976,248.54003899999952,0.019404679359715526,-0.03950102110091729,1,25.52978499999972,-47.56601559999999,2714390000.0,168.57221078066218,25.52978499999972,1,0.9022690180850946,1
2018-12-28,Friday,6326.620117,6388.359863,6233.689941,6285.27002,6285.27002,2216250000,41.35009700000046,154.66992200000004,-0.006535890607512583,-0.02421120996890216,0,-3.0297849999997197,-48.27001950000003,2719794000.0,168.34743183950542,3.0297849999997197,0,0.8148595077421305,1
2018-12-31,Monday,6354.850098,6365.390137,6273.939941,6329.970215,6329.970215,2109320000,24.87988299999961,91.45019600000069,-0.0039151014762456495,-0.014366785700758482,1,44.70019500000035,-26.49897459999993,2708893000.0,164.45575932730864,44.70019500000035,1,0.7786649380392655,1
2019-01-02,Wednesday,6198.680176,6394.740234,6198.680176,6360.870117,6360.870117,2261800000,-162.18994100000054,196.06005800000003,0.02616523782400748,-0.03065958128487757,1,30.89990200000011,-8.752001999999994,2665333000.0,159.561671385479,30.89990200000011,1,0.8485994057778147,1
2019-01-03,Thursday,6274.759766,6292.680176,6139.399902,6147.129883,6147.129883,2631550000,127.62988300000052,153.28027399999974,-0.020340202296120945,-0.024358503803292568,0,-213.74023400000078,-34.43901370000003,2666161000.0,170.57730809893854,213.74023400000078,0,0.9870184133666347,1
2019-01-04,Friday,6250.049805,6445.200195,6234.589844,6422.669922,6422.669922,2596150000,-172.6201170000004,210.61035100000026,0.027618998629723782,-0.03267708443926779,1,275.54003900000043,7.969970699999976,2633862000.0,190.59849690086023,275.54003900000043,1,0.9856818618439387,1
2019-01-07,Monday,6434.549805,6521.439941,6412.97998,6488.25,6488.25,2523450000,-53.70019500000035,108.45996099999957,0.008345602509482845,-0.01663129032564061,1,65.58007799999996,24.506005900000037,2557963000.0,187.35720127210843,65.58007799999996,1,0.9865076234488146,1
2019-01-08,Tuesday,6555.910156,6574.72998,6457.0,6551.850098,6551.850098,2407340000,4.060058000000026,117.72998000000007,-0.0006192973825738357,-0.01790643575601261,1,63.60009799999989,50.52900389999995,2341530000.0,170.5480677395927,63.60009799999989,1,1.0281055549149487,1
2019-01-09,Wednesday,6576.540039,6631.060059,6549.439941,6600.689941,6600.689941,2434500000,-24.1499019999992,81.62011800000073,0.0036721287875974566,-0.0123087586711301,1,48.839842999999746,70.13398429999998,2420236000.0,155.93388668398222,48.839842999999746,1,1.0058936401243515,1
2019-01-10,Thursday,6551.049805,6625.109863,6517.540039,6620.939941,6620.939941,2190110000,-69.89013599999998,107.56982399999924,0.010668539864657614,-0.01623668531155334,1,20.25,35.81699209999997,2381958000.0,117.1578252936718,20.25,1,0.9194578577791884,1
2019-01-11,Friday,6579.890137,6604.560059,6562.040039,6601.399902,6601.399902,2074310000,-21.50976499999979,42.52001999999993,0.003269015827338241,-0.00643797915684908,0,-19.540038999999524,31.310009700000045,2344478000.0,118.45723541835285,19.540038999999524,0,0.8847641138027313,1
2019-01-14,Monday,6536.370117,6566.870117,6512.640137,6541.040039,6541.040039,1960780000,-4.669922000000042,54.22998000000007,0.0007144518924738304,-0.008258116733512375,0,-60.35986299999968,25.57700190000005,2318931000.0,121.648181190714,60.35986299999968,0,0.8455534037019644,1
2019-01-15,Tuesday,6571.149902,6674.529785,6567.319824,6669.640137,6669.640137,2066090000,-98.49023500000021,107.20996099999957,0.014988280052784011,-0.016062548891599495,1,128.6000979999999,33.96699220000001,2314608000.0,125.93149033697648,128.6000979999999,1,0.8926306311911132,1
2019-01-16,Wednesday,6677.379883,6720.410156,6665.049805,6668.560059,6668.560059,2163730000,8.819823999999244,55.360351000000264,-0.0013208510155987548,-0.008237644684614137,0,-1.0800779999999577,30.768994199999998,2304801000.0,126.42313453094148,1.0800779999999577,0,0.9387925465148618,1
2019-01-17,Thursday,6646.189941,6747.279785,6637.100098,6718.450195,6718.450195,2149280000,-72.26025400000071,110.17968699999983,0.010872432873792994,-0.01632949729533112,1,49.890135999999984,57.13203120000007,2256574000.0,92.78172634486377,49.890135999999984,1,0.9524527004210808,1
