Date,Open,High,Low,Close,Adj Close,Volume
2018-08-23,7420.310059,7465.870117,7405.399902,7413.839844,7413.839844,1888600000
2018-08-24,7443.709961,7489.540039,7442.990234,7485.399902,7485.399902,1892990000
2018-08-27,7527.370117,7560.759766,7512.020020,7559.129883,7559.129883,2333790000
2018-08-28,7580.850098,7588.720215,7556.709961,7570.250000,7570.250000,1980270000
2018-08-29,7585.129883,7661.950195,7583.520020,7660.180176,7660.180176,1909880000
2018-08-30,7645.109863,7691.100098,7619.729980,7642.669922,7642.669922,2022720000
2018-08-31,7634.439941,7676.459961,7628.540039,7654.549805,7654.549805,1906900000
2018-09-04,7629.339844,7643.450195,7581.350098,7622.319824,7622.319824,2238710000
2018-09-05,7600.950195,7607.180176,7498.379883,7523.259766,7523.259766,2602810000
2018-09-06,7527.220215,7532.299805,7405.319824,7453.169922,7453.169922,2375380000
2018-09-07,7402.189941,7489.399902,7400.990234,7430.259766,7430.259766,2158930000
2018-09-10,7466.759766,7473.750000,7410.740234,7447.680176,7447.680176,2055430000
2018-09-11,7415.089844,7519.450195,7401.720215,7507.870117,7507.870117,2345080000
2018-09-12,7493.379883,7501.240234,7422.910156,7488.060059,7488.060059,2372320000
2018-09-13,7535.229980,7578.759766,7531.660156,7561.689941,7561.689941,2332930000
2018-09-14,7575.379883,7581.299805,7515.040039,7545.500000,7545.500000,2069380000
2018-09-17,7522.589844,7533.919922,7427.790039,7434.729980,7434.729980,2303600000
2018-09-18,7440.859863,7531.200195,7436.529785,7494.399902,7494.399902,2328260000
2018-09-19,7498.240234,7513.339844,7441.560059,7490.319824,7490.319824,2167720000
2018-09-20,7534.020020,7582.430176,7523.870117,7569.029785,7569.029785,2306580000
2018-09-21,7587.390137,7603.859863,7522.120117,7531.069824,7531.069824,3729890000
2018-09-24,7477.450195,7554.950195,7447.229980,7548.750000,7548.750000,2433260000
2018-09-25,7552.020020,7568.169922,7525.189941,7563.189941,7563.189941,2328660000
2018-09-26,7563.959961,7637.620117,7553.259766,7563.089844,7563.089844,2342370000
2018-09-27,7600.350098,7657.799805,7596.959961,7629.569824,7629.569824,2073930000
2018-09-28,7612.649902,7649.299805,7598.689941,7627.649902,7627.649902,2342120000
2018-10-01,7673.000000,7700.560059,7627.470215,7645.450195,7645.450195,2299520000
2018-10-02,7632.370117,7685.359863,7610.250000,7628.279785,7628.279785,2416800000
2018-10-03,7663.089844,7676.899902,7625.600098,7637.430176,7637.430176,3095630000
2018-10-04,7603.009766,7608.240234,7436.259766,7490.000000,7490.000000,3302690000
2018-10-05,7482.040039,7510.450195,7327.439941,7399.009766,7399.009766,2699370000
2018-10-08,7356.540039,7415.540039,7267.020020,7352.819824,7352.819824,2259300000
2018-10-09,7352.439941,7430.359863,7339.859863,7371.620117,7371.620117,2466440000
2018-10-10,7319.810059,7329.240234,7042.060059,7044.500000,7044.500000,3111680000
2018-10-11,7013.479980,7120.100098,6892.890137,6964.029785,6964.029785,3154520000
2018-10-12,7150.209961,7179.040039,7019.890137,7157.209961,7157.209961,2674210000
2018-10-15,7129.310059,7144.160156,7047.470215,7068.669922,7068.669922,2167000000
2018-10-16,7141.669922,7291.259766,7133.290039,7276.430176,7276.430176,2639760000
2018-10-17,7310.000000,7311.850098,7205.759766,7278.629883,7278.629883,2385070000
2018-10-18,7250.919922,7251.540039,7081.890137,7116.089844,7116.089844,2567980000
2018-10-19,7169.450195,7227.959961,7080.740234,7107.229980,7107.229980,2547790000
2018-10-22,7146.029785,7193.720215,7088.899902,7141.209961,7141.209961,2301010000
2018-10-23,7002.689941,7149.129883,6933.560059,7118.669922,7118.669922,2752010000
2018-10-24,7101.850098,7117.339844,6777.470215,6789.149902,6789.149902,2959560000
2018-10-25,6891.270020,7063.919922,6866.750000,7016.390137,7016.390137,2788090000
2018-10-26,6804.689941,6976.939941,6743.779785,6852.399902,6852.399902,2971530000
2018-10-29,6954.689941,6973.189941,6574.750000,6713.899902,6713.899902,2711900000
2018-10-30,6673.839844,6816.270020,6652.529785,6810.120117,6810.120117,2699220000
2018-10-31,6933.109863,7030.509766,6924.089844,6967.100098,6967.100098,2918880000
2018-11-01,6980.790039,7071.839844,6932.209961,7069.169922,7069.169922,2728760000
2018-11-02,7042.299805,7085.270020,6909.069824,6965.290039,6965.290039,2899670000
2018-11-05,6946.149902,6952.930176,6859.799805,6937.089844,6937.089844,2186310000
2018-11-06,6939.129883,7024.779785,6928.000000,6988.850098,6988.850098,2300920000
2018-11-07,7068.500000,7205.959961,7057.709961,7203.129883,7203.129883,2687410000
2018-11-08,7176.189941,7192.319824,7125.140137,7158.589844,7158.589844,2475160000
2018-11-09,7095.450195,7104.390137,6982.890137,7039.149902,7039.149902,2426750000
2018-11-12,6990.370117,6998.799805,6819.379883,6829.100098,6829.100098,2305340000
2018-11-13,6858.589844,6951.439941,6811.680176,6830.910156,6830.910156,2361240000
2018-11-14,6896.200195,6916.100098,6736.180176,6769.870117,6769.870117,2566210000
2018-11-15,6750.629883,6908.830078,6702.419922,6890.450195,6890.450195,2523500000
2018-11-16,6823.029785,6898.129883,6797.430176,6867.020020,6867.020020,2466980000
2018-11-19,6832.250000,6841.439941,6623.370117,6642.919922,6642.919922,2381430000
2018-11-20,6475.680176,6614.009766,6442.359863,6526.959961,6526.959961,2672250000
2018-11-21,6608.120117,6639.370117,6566.310059,6575.660156,6575.660156,1867840000
2018-11-23,6525.020020,6591.560059,6524.549805,6527.350098,6527.350098,958950000
2018-11-26,6616.790039,6679.910156,6590.890137,6678.339844,6678.339844,2036910000
2018-11-27,6639.390137,6715.410156,6609.080078,6701.040039,6701.040039,2076790000
2018-11-28,6756.129883,6914.790039,6713.290039,6913.330078,6913.330078,2413120000
2018-11-29,6890.839844,6938.020020,6839.450195,6892.399902,6892.399902,2018190000
2018-11-30,6902.240234,6951.129883,6872.290039,6949.009766,6949.009766,2547970000
2018-12-03,7106.839844,7107.000000,7013.200195,7062.129883,7062.129883,2643150000
2018-12-04,7026.810059,7045.680176,6785.850098,6795.209961,6795.209961,2655720000
2018-12-06,6652.129883,6840.500000,6630.819824,6838.850098,6838.850098,2857650000
2018-12-07,6806.629883,6849.379883,6594.540039,6613.279785,6613.279785,2504680000
2018-12-10,6603.359863,6710.390137,6534.330078,6682.740234,6682.740234,2380270000
2018-12-11,6782.410156,6788.470215,6650.830078,6704.240234,6704.240234,2286810000
2018-12-12,6800.549805,6867.660156,6761.779785,6763.959961,6763.959961,2427080000
2018-12-13,6805.700195,6833.779785,6724.040039,6767.970215,6767.970215,2162210000
2018-12-14,6679.910156,6710.410156,6585.310059,6594.959961,6594.959961,2218330000
2018-12-17,6571.000000,6621.629883,6399.549805,6448.390137,6448.390137,2697400000
2018-12-18,6503.120117,6551.040039,6434.600098,6491.520020,6491.520020,2623270000
2018-12-19,6480.310059,6575.390137,6284.720215,6342.970215,6342.970215,2919140000
2018-12-20,6312.720215,6380.970215,6161.850098,6243.189941,6243.189941,3282440000
2018-12-21,6293.049805,6308.310059,6013.979980,6046.560059,6046.560059,4571670000
2018-12-24,5994.080078,6075.169922,5895.120117,5899.350098,5899.350098,1647440000
2018-12-26,5969.080078,6263.819824,5921.859863,6262.770020,6262.770020,2572890000
2018-12-27,6168.600098,6291.990234,6043.450195,6288.299805,6288.299805,2449110000
2018-12-28,6326.620117,6388.359863,6233.689941,6285.270020,6285.270020,2216250000
2018-12-31,6354.850098,6365.390137,6273.939941,6329.970215,6329.970215,2109320000
2019-01-02,6198.680176,6394.740234,6198.680176,6360.870117,6360.870117,2261800000
